,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,Driver,TrackStatus,IsAccurate,RoundNumber,EventName,IsSlick,CompoundName,Position,IsValid,DeltaToRep,PctFromRep,DeltaToFastest,PctFromFastest,DeltaToLapRep,PctFromLapRep
5909,0 days 01:40:29.510000,10,108.898,34.0,2.0,,,False,MEDIUM,8.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,11.0,True,-1.4249999999999972,-1.292,1.414999999999992,1.316,-0.23799999999999955,-0.218
5910,0 days 01:42:19.372000,10,109.862,35.0,2.0,,,False,MEDIUM,9.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,11.0,True,-0.4609999999999985,-0.418,2.3789999999999907,2.213,0.03300000000000125,0.03
5911,0 days 01:44:09.907000,10,110.535,36.0,2.0,,,False,MEDIUM,10.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,10.0,True,0.2120000000000033,0.192,3.0519999999999925,2.84,0.8619999999999948,0.786
5912,0 days 01:45:58.479000,10,108.572,37.0,2.0,,,False,MEDIUM,11.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,10.0,True,-1.7509999999999906,-1.587,1.0889999999999986,1.013,-0.6430000000000007,-0.589
5913,0 days 01:47:47.105000,10,108.626,38.0,2.0,,,False,MEDIUM,12.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,10.0,True,-1.6969999999999885,-1.538,1.1430000000000007,1.063,-0.5779999999999887,-0.529
5914,0 days 01:49:35.788000,10,108.683,39.0,2.0,,,False,MEDIUM,13.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,10.0,True,-1.6399999999999864,-1.487,1.2000000000000028,1.116,-0.9679999999999893,-0.883
5915,0 days 01:51:23.891000,10,108.103,40.0,2.0,,,False,MEDIUM,14.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,9.0,True,-2.219999999999999,-2.012,0.6199999999999903,0.577,-2.1140000000000043,-1.918
5916,0 days 01:53:12.251000,10,108.36,41.0,2.0,,,False,MEDIUM,15.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,9.0,True,-1.9629999999999939,-1.779,0.8769999999999953,0.816,-1.7199999999999989,-1.562
5917,0 days 01:55:01.858000,10,109.607,42.0,2.0,,,False,MEDIUM,16.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,9.0,True,-0.715999999999994,-0.649,2.1239999999999952,1.976,-0.6219999999999999,-0.564
5918,0 days 01:56:49.702000,10,107.844,43.0,2.0,,,False,MEDIUM,17.0,True,AlphaTauri,GAS,1,True,7,Belgian Grand Prix,True,C3,8.0,True,-2.478999999999999,-2.247,0.36099999999999,0.336,-2.3300000000000125,-2.115
5919,0 days 01:58:38.015000,10,108.313,44.0,2.0,,,False,MEDIUM,18.0,True,AlphaTauri,GAS,2,True,7,Belgian Grand Prix,True,C3,8.0,False,-2.009999999999991,-1.822,0.8299999999999983,0.772,-2.5090000000000003,-2.264
5920,0 days 00:35:39.986000,18,,1.0,1.0,0 days 00:00:06.179000,,False,SOFT,4.0,False,Racing Point,STR,1,False,7,Belgian Grand Prix,True,C4,7.0,False,,,,,,
5921,0 days 00:37:32.131000,18,112.145,2.0,1.0,,,False,SOFT,5.0,False,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C4,7.0,True,1.8220000000000027,1.652,4.661999999999992,4.337,-1.4720000000000084,-1.296
5922,0 days 00:39:24.108000,18,111.977,3.0,1.0,,,False,SOFT,6.0,False,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C4,7.0,True,1.6540000000000106,1.499,4.494,4.181,-0.27899999999999636,-0.249
5923,0 days 00:41:16.113000,18,112.005,4.0,1.0,,,False,SOFT,7.0,False,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C4,7.0,True,1.6820000000000022,1.525,4.521999999999991,4.207,0.0,0.0
5924,0 days 00:43:07.809000,18,111.696,5.0,1.0,,,False,SOFT,8.0,False,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C4,7.0,True,1.3730000000000047,1.245,4.212999999999994,3.92,-0.10699999999999932,-0.096
5925,0 days 00:44:59.446000,18,111.637,6.0,1.0,,,False,SOFT,9.0,False,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C4,7.0,True,1.3140000000000072,1.191,4.153999999999996,3.865,-0.16200000000000614,-0.145
5926,0 days 00:46:51.272000,18,111.826,7.0,1.0,,,False,SOFT,10.0,False,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C4,7.0,True,1.5030000000000001,1.362,4.342999999999989,4.041,0.0689999999999884,0.062
5927,0 days 00:48:43.068000,18,111.796,8.0,1.0,,,False,SOFT,11.0,False,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C4,7.0,True,1.4730000000000132,1.335,4.313000000000002,4.013,0.0,0.0
5928,0 days 00:50:34.571000,18,111.503,9.0,1.0,,,False,SOFT,12.0,False,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C4,7.0,True,1.1800000000000068,1.07,4.019999999999996,3.74,-0.17600000000000193,-0.158
5929,0 days 00:52:26.254000,18,111.683,10.0,1.0,,,False,SOFT,13.0,False,Racing Point,STR,24,False,7,Belgian Grand Prix,True,C4,7.0,False,1.3600000000000136,1.233,4.200000000000003,3.908,-2.120999999999995,-1.864
5930,0 days 00:55:02.620000,18,,11.0,1.0,,0 days 00:54:58.889000,False,SOFT,14.0,False,Racing Point,STR,4,False,7,Belgian Grand Prix,True,C4,8.0,False,,,,,,
5931,0 days 00:57:57.998000,18,,12.0,2.0,0 days 00:55:22.591000,,False,HARD,1.0,True,Racing Point,STR,4,False,7,Belgian Grand Prix,True,C2,9.0,False,,,,,,
5932,0 days 01:00:56.533000,18,,13.0,2.0,,,False,HARD,2.0,True,Racing Point,STR,4,False,7,Belgian Grand Prix,True,C2,9.0,False,,,,,,
5933,0 days 01:03:35.519000,18,,14.0,2.0,,,False,HARD,3.0,True,Racing Point,STR,4,False,7,Belgian Grand Prix,True,C2,9.0,False,,,,,,
5934,0 days 01:05:27.958000,18,112.439,15.0,2.0,,,False,HARD,4.0,True,Racing Point,STR,1,False,7,Belgian Grand Prix,True,C2,9.0,False,2.1159999999999997,1.918,4.955999999999989,4.611,0.0,0.0
5935,0 days 01:07:19.720000,18,111.762,16.0,2.0,,,False,HARD,5.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,9.0,True,1.4390000000000072,1.304,4.278999999999996,3.981,0.12600000000000477,0.113
5936,0 days 01:09:11.209000,18,111.489,17.0,2.0,,,False,HARD,6.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,9.0,True,1.166000000000011,1.057,4.006,3.727,-0.12999999999999545,-0.116
5937,0 days 01:11:02.462000,18,111.253,18.0,2.0,,,False,HARD,7.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,0.9300000000000068,0.843,3.769999999999996,3.508,-0.0030000000000001137,-0.003
5938,0 days 01:12:52.464000,18,110.002,19.0,2.0,,,False,HARD,8.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,-0.32099999999999795,-0.291,2.5189999999999912,2.344,-0.6600000000000108,-0.596
5939,0 days 01:14:42.469000,18,110.005,20.0,2.0,,,False,HARD,9.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,-0.31799999999999784,-0.288,2.5219999999999914,2.346,-0.4280000000000115,-0.388
5940,0 days 01:16:32.731000,18,110.262,21.0,2.0,,,False,HARD,10.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,-0.06099999999999284,-0.055,2.7789999999999964,2.586,-0.3269999999999982,-0.296
5941,0 days 01:18:22.948000,18,110.217,22.0,2.0,,,False,HARD,11.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,-0.10599999999999454,-0.096,2.7339999999999947,2.544,-0.022999999999996135,-0.021
5942,0 days 01:20:13.267000,18,110.319,23.0,2.0,,,False,HARD,12.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,-0.003999999999990678,-0.004,2.8359999999999985,2.639,0.03100000000000591,0.028
5943,0 days 01:22:03.780000,18,110.513,24.0,2.0,,,False,HARD,13.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,0.19000000000001194,0.172,3.030000000000001,2.819,0.05000000000001137,0.045
5944,0 days 01:23:54.246000,18,110.466,25.0,2.0,,,False,HARD,14.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,0.14300000000000068,0.13,2.98299999999999,2.775,0.21299999999999386,0.193
5945,0 days 01:25:44.689000,18,110.443,26.0,2.0,,,False,HARD,15.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,0.12000000000000455,0.109,2.9599999999999937,2.754,0.3130000000000024,0.284
5946,0 days 01:27:34.121000,18,109.432,27.0,2.0,,,False,HARD,16.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-0.8909999999999911,-0.808,1.948999999999998,1.813,0.3119999999999976,0.286
5947,0 days 01:29:23.297000,18,109.176,28.0,2.0,,,False,HARD,17.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-1.1469999999999914,-1.04,1.6929999999999978,1.575,0.0,0.0
5948,0 days 01:31:12.678000,18,109.381,29.0,2.0,,,False,HARD,18.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-0.9419999999999931,-0.854,1.8979999999999961,1.766,0.2780000000000058,0.255
5949,0 days 01:33:01.978000,18,109.3,30.0,2.0,,,False,HARD,19.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-1.0229999999999961,-0.927,1.816999999999993,1.69,0.03900000000000148,0.036
5950,0 days 01:34:51.159000,18,109.181,31.0,2.0,,,False,HARD,20.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-1.141999999999996,-1.035,1.6979999999999933,1.58,-0.01099999999999568,-0.01
5951,0 days 01:36:40.460000,18,109.301,32.0,2.0,,,False,HARD,21.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-1.0219999999999914,-0.926,1.8179999999999978,1.691,0.019000000000005457,0.017
5952,0 days 01:38:29.887000,18,109.427,33.0,2.0,,,False,HARD,22.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-0.8959999999999866,-0.812,1.9440000000000026,1.809,0.10500000000000398,0.096
5953,0 days 01:40:19.023000,18,109.136,34.0,2.0,,,True,HARD,23.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-1.1869999999999976,-1.076,1.6529999999999916,1.538,0.0,0.0
5954,0 days 01:42:08.852000,18,109.829,35.0,2.0,,,False,HARD,24.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-0.4939999999999998,-0.448,2.3459999999999894,2.183,0.0,0.0
5955,0 days 01:43:58.525000,18,109.673,36.0,2.0,,,False,HARD,25.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,7.0,True,-0.6499999999999915,-0.589,2.1899999999999977,2.038,0.0,0.0
5956,0 days 01:45:50.079000,18,111.554,37.0,2.0,,,False,HARD,26.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,1.2310000000000088,1.116,4.070999999999998,3.788,2.3389999999999986,2.142
5957,0 days 01:47:40.400000,18,110.321,38.0,2.0,,,False,HARD,27.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,-0.001999999999995339,-0.002,2.837999999999994,2.64,1.1170000000000044,1.023
5958,0 days 01:49:30.243000,18,109.843,39.0,2.0,,,False,HARD,28.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,-0.47999999999998977,-0.435,2.3599999999999994,2.196,0.19200000000000728,0.175
5959,0 days 01:51:20.460000,18,110.217,40.0,2.0,,,False,HARD,29.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,-0.10599999999999454,-0.096,2.7339999999999947,2.544,0.0,0.0
5960,0 days 01:53:10.932000,18,110.472,41.0,2.0,,,False,HARD,30.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,0.1490000000000009,0.135,2.98899999999999,2.781,0.3919999999999959,0.356
5961,0 days 01:55:01.345000,18,110.413,42.0,2.0,,,False,HARD,31.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,8.0,True,0.09000000000000341,0.082,2.9299999999999926,2.726,0.1839999999999975,0.167
5962,0 days 01:56:52.562000,18,111.217,43.0,2.0,,,False,HARD,32.0,True,Racing Point,STR,1,True,7,Belgian Grand Prix,True,C2,9.0,True,0.8940000000000055,0.81,3.7339999999999947,3.474,1.0429999999999922,0.947
5963,0 days 01:58:43.292000,18,110.73,44.0,2.0,,,False,HARD,33.0,True,Racing Point,STR,2,True,7,Belgian Grand Prix,True,C2,9.0,False,0.4070000000000107,0.369,3.247,3.021,-0.09199999999999875,-0.083
5964,0 days 00:35:41.062000,11,,1.0,1.0,0 days 00:00:06.179000,,False,SOFT,4.0,False,Racing Point,PER,1,False,7,Belgian Grand Prix,True,C4,9.0,False,,,,,,
5965,0 days 00:37:34.679000,11,113.617,2.0,1.0,,,False,SOFT,5.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,10.0,True,3.294000000000011,2.986,6.134,5.707,0.0,0.0
5966,0 days 00:39:27.017000,11,112.338,3.0,1.0,,,False,SOFT,6.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,10.0,True,2.0150000000000006,1.826,4.85499999999999,4.517,0.08199999999999363,0.073
5967,0 days 00:41:18.258000,11,111.241,4.0,1.0,,,False,SOFT,7.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,9.0,True,0.9180000000000064,0.832,3.7579999999999956,3.496,-0.7639999999999958,-0.682
5968,0 days 00:43:09.947000,11,111.689,5.0,1.0,,,False,SOFT,8.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,9.0,True,1.3659999999999997,1.238,4.205999999999989,3.913,-0.11400000000000432,-0.102
5969,0 days 00:45:01.663000,11,111.716,6.0,1.0,,,False,SOFT,9.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,9.0,True,1.3930000000000007,1.263,4.23299999999999,3.938,-0.08300000000001262,-0.074
5970,0 days 00:46:53.329000,11,111.666,7.0,1.0,,,False,SOFT,10.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,9.0,True,1.3430000000000035,1.217,4.182999999999993,3.892,-0.09100000000000819,-0.081
5971,0 days 00:48:45.219000,11,111.89,8.0,1.0,,,False,SOFT,11.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,9.0,True,1.5670000000000073,1.42,4.4069999999999965,4.1,0.09399999999999409,0.084
5972,0 days 00:50:37.047000,11,111.828,9.0,1.0,,,False,SOFT,12.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,9.0,True,1.5050000000000097,1.364,4.344999999999999,4.042,0.1490000000000009,0.133
5973,0 days 00:52:30.851000,11,113.804,10.0,1.0,,,False,SOFT,13.0,False,Racing Point,PER,24,False,7,Belgian Grand Prix,True,C4,9.0,False,3.4810000000000088,3.155,6.320999999999998,5.881,0.0,0.0
5974,0 days 00:55:02.745000,11,,11.0,1.0,,,False,SOFT,14.0,False,Racing Point,PER,4,False,7,Belgian Grand Prix,True,C4,9.0,False,,,,,,
5975,0 days 00:57:51.938000,11,,12.0,1.0,,,False,SOFT,15.0,False,Racing Point,PER,4,False,7,Belgian Grand Prix,True,C4,5.0,False,,,,,,
5976,0 days 01:00:50.457000,11,,13.0,1.0,,,False,SOFT,16.0,False,Racing Point,PER,4,False,7,Belgian Grand Prix,True,C4,5.0,False,,,,,,
5977,0 days 01:03:33.535000,11,,14.0,1.0,,,False,SOFT,17.0,False,Racing Point,PER,4,False,7,Belgian Grand Prix,True,C4,5.0,False,,,,,,
5978,0 days 01:05:25.650000,11,112.115,15.0,1.0,,,False,SOFT,18.0,False,Racing Point,PER,1,False,7,Belgian Grand Prix,True,C4,5.0,False,1.7920000000000016,1.624,4.631999999999991,4.31,-0.32399999999999807,-0.288
5979,0 days 01:07:16.873000,11,111.223,16.0,1.0,,,False,SOFT,19.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,5.0,True,0.9000000000000057,0.816,3.739999999999995,3.48,-0.4129999999999967,-0.37
5980,0 days 01:09:09.527000,11,112.654,17.0,1.0,,,False,SOFT,20.0,False,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C4,7.0,True,2.331000000000003,2.113,5.170999999999992,4.811,1.0349999999999966,0.927
5981,0 days 01:11:05.388000,11,115.861,18.0,1.0,,0 days 01:11:01.769000,False,SOFT,21.0,False,Racing Point,PER,1,False,7,Belgian Grand Prix,True,C4,12.0,False,5.538000000000011,5.02,8.378,7.795,4.605000000000004,4.139
5982,0 days 01:13:07.497000,11,122.109,19.0,2.0,0 days 01:11:25.175000,,False,HARD,1.0,True,Racing Point,PER,1,False,7,Belgian Grand Prix,True,C2,17.0,False,11.786000000000001,10.683,14.62599999999999,13.608,11.446999999999989,10.344
5983,0 days 01:14:55.886000,11,108.389,20.0,2.0,,,True,HARD,2.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,17.0,True,-1.9339999999999975,-1.753,0.9059999999999917,0.843,-2.044000000000011,-1.851
5984,0 days 01:16:44.741000,11,108.855,21.0,2.0,,,False,HARD,3.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,17.0,True,-1.4679999999999893,-1.331,1.3719999999999999,1.276,-1.7339999999999947,-1.568
5985,0 days 01:18:34.966000,11,110.225,22.0,2.0,,,False,HARD,4.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,17.0,True,-0.09799999999999898,-0.089,2.7419999999999902,2.551,-0.015000000000000568,-0.014
5986,0 days 01:20:24.668000,11,109.702,23.0,2.0,,,False,HARD,5.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,16.0,True,-0.6209999999999951,-0.563,2.218999999999994,2.065,-0.5859999999999985,-0.531
5987,0 days 01:22:13.553000,11,108.885,24.0,2.0,,,False,HARD,6.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,14.0,True,-1.4379999999999882,-1.303,1.402000000000001,1.304,-1.5779999999999887,-1.429
5988,0 days 01:24:04.082000,11,110.529,25.0,2.0,,,False,HARD,7.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,14.0,True,0.20600000000000307,0.187,3.0459999999999923,2.834,0.27599999999999625,0.25
5989,0 days 01:25:52.623000,11,108.541,26.0,2.0,,,False,HARD,8.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,13.0,True,-1.7819999999999965,-1.615,1.0579999999999927,0.984,-1.5889999999999986,-1.443
5990,0 days 01:27:41.607000,11,108.984,27.0,2.0,,,False,HARD,9.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,12.0,True,-1.3389999999999986,-1.214,1.5009999999999906,1.396,-0.1360000000000099,-0.125
5991,0 days 01:29:31.400000,11,109.793,28.0,2.0,,,False,HARD,10.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,12.0,True,-0.5299999999999869,-0.48,2.3100000000000023,2.149,0.6170000000000044,0.565
5992,0 days 01:31:20.395000,11,108.995,29.0,2.0,,,False,HARD,11.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,11.0,True,-1.3279999999999887,-1.204,1.5120000000000005,1.407,-0.10799999999998988,-0.099
5993,0 days 01:33:09.546000,11,109.151,30.0,2.0,,,False,HARD,12.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,11.0,True,-1.171999999999997,-1.062,1.6679999999999922,1.552,-0.10999999999999943,-0.101
5994,0 days 01:34:59.271000,11,109.725,31.0,2.0,,,False,HARD,13.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,11.0,True,-0.597999999999999,-0.542,2.2419999999999902,2.086,0.5330000000000013,0.488
5995,0 days 01:36:49.414000,11,110.143,32.0,2.0,,,False,HARD,14.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,11.0,True,-0.1799999999999926,-0.163,2.6599999999999966,2.475,0.8610000000000042,0.788
5996,0 days 01:38:38.719000,11,109.305,33.0,2.0,,,False,HARD,15.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,10.0,True,-1.0179999999999865,-0.923,1.8220000000000027,1.695,-0.016999999999995907,-0.016
5997,0 days 01:40:28.306000,11,109.587,34.0,2.0,,,False,HARD,16.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,10.0,True,-0.73599999999999,-0.667,2.103999999999999,1.958,0.4510000000000076,0.413
5998,0 days 01:42:18.789000,11,110.483,35.0,2.0,,,False,HARD,17.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,10.0,True,0.1600000000000108,0.145,3.0,2.791,0.6540000000000106,0.595
5999,0 days 01:44:07.886000,11,109.097,36.0,2.0,,,False,HARD,18.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,9.0,True,-1.225999999999999,-1.111,1.61399999999999,1.502,-0.5760000000000076,-0.525
6000,0 days 01:45:56.871000,11,108.985,37.0,2.0,,,False,HARD,19.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,9.0,True,-1.3379999999999939,-1.213,1.5019999999999953,1.397,-0.23000000000000398,-0.211
6001,0 days 01:47:45.990000,11,109.119,38.0,2.0,,,False,HARD,20.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,9.0,True,-1.2039999999999935,-1.091,1.6359999999999957,1.522,-0.08499999999999375,-0.078
6002,0 days 01:49:34.952000,11,108.962,39.0,2.0,,,False,HARD,21.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,9.0,True,-1.36099999999999,-1.234,1.4789999999999992,1.376,-0.688999999999993,-0.628
6003,0 days 01:51:25.540000,11,110.588,40.0,2.0,,,False,HARD,22.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,10.0,True,0.26500000000000057,0.24,3.1049999999999898,2.889,0.3709999999999951,0.337
6004,0 days 01:53:14.544000,11,109.004,41.0,2.0,,,False,HARD,23.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,10.0,True,-1.3189999999999884,-1.196,1.5210000000000008,1.415,-1.0759999999999934,-0.977
6005,0 days 01:55:03.925000,11,109.381,42.0,2.0,,,False,HARD,24.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,10.0,True,-0.9419999999999931,-0.854,1.8979999999999961,1.766,-0.847999999999999,-0.769
6006,0 days 01:56:53.654000,11,109.729,43.0,2.0,,,False,HARD,25.0,True,Racing Point,PER,1,True,7,Belgian Grand Prix,True,C2,10.0,True,-0.5939999999999941,-0.538,2.245999999999995,2.09,-0.4450000000000074,-0.404
6007,0 days 01:58:43.844000,11,110.19,44.0,2.0,,,False,HARD,26.0,True,Racing Point,PER,2,True,7,Belgian Grand Prix,True,C2,10.0,False,-0.13299999999999557,-0.121,2.7069999999999936,2.519,-0.632000000000005,-0.57
6008,0 days 00:35:42.832000,26,,1.0,1.0,0 days 00:00:06.179000,,False,MEDIUM,1.0,True,AlphaTauri,KVY,1,False,7,Belgian Grand Prix,True,C3,12.0,False,,,,,,
6009,0 days 00:37:36.495000,26,113.663,2.0,1.0,,,False,MEDIUM,2.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C3,12.0,True,3.3400000000000034,3.027,6.179999999999993,5.75,0.04599999999999227,0.04
6010,0 days 00:39:28.768000,26,112.273,3.0,1.0,,,False,MEDIUM,3.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C3,12.0,True,1.9500000000000028,1.768,4.789999999999992,4.457,0.016999999999995907,0.015
6011,0 days 00:41:21.165000,26,112.397,4.0,1.0,,,False,MEDIUM,4.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C3,12.0,True,2.0740000000000123,1.88,4.9140000000000015,4.572,0.3920000000000101,0.35
6012,0 days 00:43:13.786000,26,112.621,5.0,1.0,,,False,MEDIUM,5.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C3,12.0,True,2.298000000000002,2.083,5.137999999999991,4.78,0.8179999999999978,0.732
6013,0 days 00:45:06.614000,26,112.828,6.0,1.0,,,False,MEDIUM,6.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C3,12.0,True,2.5050000000000097,2.271,5.344999999999999,4.973,1.0289999999999964,0.92
6014,0 days 00:46:58.194000,26,111.58,7.0,1.0,,,False,MEDIUM,7.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C3,11.0,True,1.257000000000005,1.139,4.096999999999994,3.812,-0.1770000000000067,-0.158
6015,0 days 00:48:49.748000,26,111.554,8.0,1.0,,,False,MEDIUM,8.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C3,11.0,True,1.2310000000000088,1.116,4.070999999999998,3.788,-0.24200000000000443,-0.216
6016,0 days 00:50:40.857000,26,111.109,9.0,1.0,,,False,MEDIUM,9.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C3,11.0,True,0.7860000000000014,0.712,3.6259999999999906,3.374,-0.5700000000000074,-0.51
6017,0 days 00:52:39.001000,26,118.144,10.0,1.0,,,False,MEDIUM,10.0,True,AlphaTauri,KVY,24,False,7,Belgian Grand Prix,True,C3,11.0,False,7.821000000000012,7.089,10.661000000000001,9.919,4.340000000000003,3.814
6018,0 days 00:55:14.138000,26,,11.0,1.0,,0 days 00:55:10.379000,False,MEDIUM,11.0,True,AlphaTauri,KVY,4,False,7,Belgian Grand Prix,True,C3,11.0,False,,,,,,
6019,0 days 00:58:02.180000,26,,12.0,2.0,0 days 00:55:34.098000,,False,HARD,1.0,True,AlphaTauri,KVY,4,False,7,Belgian Grand Prix,True,C2,11.0,False,,,,,,
6020,0 days 01:01:01.178000,26,,13.0,2.0,,,False,HARD,2.0,True,AlphaTauri,KVY,4,False,7,Belgian Grand Prix,True,C2,11.0,False,,,,,,
6021,0 days 01:03:36.490000,26,,14.0,2.0,,,False,HARD,3.0,True,AlphaTauri,KVY,4,False,7,Belgian Grand Prix,True,C2,11.0,False,,,,,,
6022,0 days 01:05:29.141000,26,112.651,15.0,2.0,,,False,HARD,4.0,True,AlphaTauri,KVY,1,False,7,Belgian Grand Prix,True,C2,11.0,False,2.328000000000003,2.11,5.167999999999992,4.808,0.2120000000000033,0.189
6023,0 days 01:07:21.098000,26,111.957,16.0,2.0,,,False,HARD,5.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C2,11.0,True,1.6340000000000003,1.481,4.4739999999999895,4.163,0.32099999999999795,0.288
6024,0 days 01:09:12.766000,26,111.668,17.0,2.0,,,False,HARD,6.0,True,AlphaTauri,KVY,1,True,7,Belgian Grand Prix,True,C2,11.0,True,1.345000000000013,1.219,4.185000000000002,3.894,0.049000000000006594,0.044
