Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,Team,Driver,TrackStatus,IsAccurate,RoundNumber,EventName,IsSlick,CompoundName,Position,IsValid,DeltaToRep,PctFromRep,DeltaToFastest,PctFromFastest,DeltaToLapRep,PctFromLapRep
0 days 01:23:42.517000,18,,11,,0 days 01:23:41.205000,FALSE,MEDIUM,11,FALSE,1,Aston Martin,STR,24,FALSE,4,Azerbaijan Grand Prix,TRUE,C4,6,FALSE,,,,,,
0 days 01:26:25.850000,18,,12,0 days 01:24:04.345000,,FALSE,HARD,4,FALSE,2,Aston Martin,STR,4,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,7,FALSE,,,,,,
0 days 01:29:04.099000,18,,13,,,FALSE,HARD,5,FALSE,2,Aston Martin,STR,4,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,7,FALSE,,,,,,
0 days 01:30:53.422000,18,109.323,14,,,FALSE,HARD,6,FALSE,2,Aston Martin,STR,1,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,6,FALSE,2.207,2.06,5.953,5.759,-1.961,-1.762
0 days 01:32:40.943000,18,107.521,15,,,FALSE,HARD,7,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,6,TRUE,0.405,0.378,4.151,4.016,-0.835,-0.771
0 days 01:34:28.021000,18,107.078,16,,,FALSE,HARD,8,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,6,TRUE,-0.038,-0.035,3.708,3.587,-0.746,-0.692
0 days 01:36:15.072000,18,107.051,17,,,FALSE,HARD,9,FALSE,2,Aston Martin,STR,2,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,6,FALSE,-0.065,-0.061,3.681,3.561,-0.558,-0.519
0 days 01:38:01.907000,18,106.835,18,,,FALSE,HARD,10,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,6,TRUE,-0.281,-0.262,3.465,3.352,-0.649,-0.604
0 days 01:39:49.915000,18,108.008,19,,,FALSE,HARD,11,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,0.892,0.833,4.638,4.487,0.352,0.327
0 days 01:41:37.790000,18,107.875,20,,,FALSE,HARD,12,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,0.759,0.709,4.505,4.358,0.289,0.269
0 days 01:43:24.954000,18,107.164,21,,,FALSE,HARD,13,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,0.048,0.045,3.794,3.67,-0.413,-0.384
0 days 01:45:11.952000,18,106.998,22,,,FALSE,HARD,14,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.118,-0.11,3.628,3.51,-0.644,-0.598
0 days 01:46:59.056000,18,107.104,23,,,FALSE,HARD,15,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.012,-0.011,3.734,3.612,-0.845,-0.783
0 days 01:48:45.819000,18,106.763,24,,,FALSE,HARD,16,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.353,-0.33,3.393,3.282,-1.117,-1.035
0 days 01:50:32.541000,18,106.722,25,,,FALSE,HARD,17,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.394,-0.368,3.352,3.243,-1.06,-0.983
0 days 01:52:19.644000,18,107.103,26,,,FALSE,HARD,18,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.013,-0.012,3.733,3.611,-0.574,-0.533
0 days 01:54:06.585000,18,106.941,27,,,FALSE,HARD,19,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.175,-0.163,3.571,3.455,-0.622,-0.578
0 days 01:55:53.724000,18,107.139,28,,,FALSE,HARD,20,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,0.023,0.021,3.769,3.646,-0.526,-0.489
0 days 01:57:40.543000,18,106.819,29,,,FALSE,HARD,21,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.297,-0.277,3.449,3.337,-0.328,-0.306
0 days 01:59:27.119000,18,106.576,30,,,FALSE,HARD,22,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.54,-0.504,3.206,3.101,-0.414,-0.387
0 days 02:01:13.514000,18,106.395,31,,,FALSE,HARD,23,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.721,-0.673,3.025,2.926,-0.643,-0.601
0 days 02:02:59.961000,18,106.447,32,,,FALSE,HARD,24,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.669,-0.625,3.077,2.977,-0.723,-0.675
0 days 02:04:46.497000,18,106.536,33,,,FALSE,HARD,25,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.58,-0.541,3.166,3.063,-0.554,-0.517
0 days 02:06:33.025000,18,106.528,34,,,FALSE,HARD,26,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.588,-0.549,3.158,3.055,-0.203,-0.19
0 days 02:08:19.602000,18,106.577,35,,,FALSE,HARD,27,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.539,-0.503,3.207,3.102,-0.164,-0.154
0 days 02:10:05.958000,18,106.356,36,,,FALSE,HARD,28,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.76,-0.71,2.986,2.889,-0.184,-0.173
0 days 02:11:52.253000,18,106.295,37,,,FALSE,HARD,29,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.821,-0.766,2.925,2.83,-0.31,-0.291
0 days 02:13:38.465000,18,106.212,38,,,FALSE,HARD,30,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.904,-0.844,2.842,2.749,-0.434,-0.407
0 days 02:15:24.437000,18,105.972,39,,,FALSE,HARD,31,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-1.144,-1.068,2.602,2.517,-0.826,-0.773
0 days 02:17:10.640000,18,106.203,40,,,FALSE,HARD,32,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.913,-0.852,2.833,2.741,-0.544,-0.51
0 days 02:18:56.737000,18,106.097,41,,,FALSE,HARD,33,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-1.019,-0.951,2.727,2.638,-0.687,-0.643
0 days 02:20:42.622000,18,105.885,42,,,FALSE,HARD,34,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-1.231,-1.149,2.515,2.433,-0.728,-0.683
0 days 02:22:28.579000,18,105.957,43,,,FALSE,HARD,35,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-1.159,-1.082,2.587,2.503,-0.628,-0.589
0 days 02:24:14.435000,18,105.856,44,,,FALSE,HARD,36,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-1.26,-1.176,2.486,2.405,-0.523,-0.492
0 days 02:26:00.062000,18,105.627,45,,,TRUE,HARD,37,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-1.489,-1.39,2.257,2.183,-0.68,-0.64
0 days 02:27:45.777000,18,105.715,46,,,FALSE,HARD,38,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-1.401,-1.308,2.345,2.269,-0.327,-0.308
0 days 02:29:31.591000,18,105.814,47,,,FALSE,HARD,39,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-1.302,-1.216,2.444,2.364,-0.187,-0.176
0 days 02:31:17.370000,18,105.779,48,,,FALSE,HARD,40,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-1.337,-1.248,2.409,2.33,-0.209,-0.197
0 days 02:33:03.280000,18,105.886,49,,,FALSE,HARD,41,FALSE,2,Aston Martin,STR,2,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,7,FALSE,-1.23,-1.148,2.516,2.434,-0.011,-0.01
0 days 02:34:49.558000,18,106.278,50,,,FALSE,HARD,42,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.838,-0.782,2.908,2.813,0.17,0.16
0 days 02:36:36.138000,18,106.58,51,,,FALSE,HARD,43,FALSE,2,Aston Martin,STR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,7,TRUE,-0.536,-0.5,3.21,3.105,0.84,0.794
0 days 01:04:58.432000,63,,1,0 days 00:15:20.154000,,FALSE,MEDIUM,1,TRUE,1,Mercedes,RUS,2,FALSE,4,Azerbaijan Grand Prix,TRUE,C4,9,FALSE,,,,,,
0 days 01:06:47.250000,63,108.818,2,,,FALSE,MEDIUM,2,TRUE,1,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,9,TRUE,1.702,1.589,5.448,5.27,-0.536,-0.49
0 days 01:08:35.158000,63,107.908,3,,,FALSE,MEDIUM,3,TRUE,1,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,9,TRUE,0.792,0.739,4.538,4.39,-0.582,-0.536
0 days 01:10:23.410000,63,108.252,4,,,FALSE,MEDIUM,4,TRUE,1,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,9,TRUE,1.136,1.061,4.882,4.723,-0.352,-0.324
0 days 01:12:11.853000,63,108.443,5,,,FALSE,MEDIUM,5,TRUE,1,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,9,TRUE,1.327,1.239,5.073,4.908,-0.078,-0.072
0 days 01:14:00.027000,63,108.174,6,,,FALSE,MEDIUM,6,TRUE,1,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,9,TRUE,1.058,0.988,4.804,4.647,-0.252,-0.232
0 days 01:15:48.341000,63,108.314,7,,,FALSE,MEDIUM,7,TRUE,1,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,9,TRUE,1.198,1.118,4.944,4.783,0.027,0.025
0 days 01:17:36.429000,63,108.088,8,,,FALSE,MEDIUM,8,TRUE,1,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,9,TRUE,0.972,0.907,4.718,4.564,-0.414,-0.382
0 days 01:19:24.186000,63,107.757,9,,,FALSE,MEDIUM,9,TRUE,1,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,8,TRUE,0.641,0.598,4.387,4.244,-1.309,-1.2
0 days 01:21:11.848000,63,107.662,10,,,FALSE,MEDIUM,10,TRUE,1,Mercedes,RUS,2,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,7,FALSE,0.546,0.51,4.292,4.152,-7.706,-6.679
0 days 01:23:42.439000,63,,11,,0 days 01:23:41.142000,FALSE,MEDIUM,11,TRUE,1,Mercedes,RUS,24,FALSE,4,Azerbaijan Grand Prix,TRUE,C4,5,FALSE,,,,,,
0 days 01:26:23.831000,63,,12,0 days 01:24:01.579000,,FALSE,HARD,1,TRUE,2,Mercedes,RUS,4,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,6,FALSE,,,,,,
0 days 01:29:03.862000,63,,13,,,FALSE,HARD,2,TRUE,2,Mercedes,RUS,4,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,6,FALSE,,,,,,
0 days 01:30:54.348000,63,110.486,14,,,FALSE,HARD,3,TRUE,2,Mercedes,RUS,1,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,7,FALSE,3.37,3.146,7.116,6.884,-0.798,-0.717
0 days 01:32:42.704000,63,108.356,15,,,FALSE,HARD,4,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,1.24,1.158,4.986,4.823,0,0
0 days 01:34:30.105000,63,107.401,16,,,FALSE,HARD,5,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,0.285,0.266,4.031,3.9,-0.423,-0.392
0 days 01:36:17.501000,63,107.396,17,,,FALSE,HARD,6,TRUE,2,Mercedes,RUS,2,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,FALSE,0.28,0.261,4.026,3.895,-0.213,-0.198
0 days 01:38:04.678000,63,107.177,18,,,FALSE,HARD,7,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,0.061,0.057,3.807,3.683,-0.307,-0.286
0 days 01:39:51.241000,63,106.563,19,,,FALSE,HARD,8,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.553,-0.516,3.193,3.089,-1.093,-1.015
0 days 01:41:38.128000,63,106.887,20,,,FALSE,HARD,9,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.229,-0.214,3.517,3.402,-0.699,-0.65
0 days 01:43:25.705000,63,107.577,21,,,FALSE,HARD,10,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,0.461,0.43,4.207,4.07,0,0
0 days 01:45:12.745000,63,107.04,22,,,FALSE,HARD,11,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.076,-0.071,3.67,3.55,-0.602,-0.559
0 days 01:46:59.360000,63,106.615,23,,,FALSE,HARD,12,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.501,-0.468,3.245,3.139,-1.334,-1.236
0 days 01:48:46.762000,63,107.402,24,,,FALSE,HARD,13,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,0.286,0.267,4.032,3.901,-0.478,-0.443
0 days 01:50:33.844000,63,107.082,25,,,FALSE,HARD,14,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.034,-0.032,3.712,3.591,-0.7,-0.649
0 days 01:52:20.797000,63,106.953,26,,,FALSE,HARD,15,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.163,-0.152,3.583,3.466,-0.724,-0.672
0 days 01:54:07.896000,63,107.099,27,,,FALSE,HARD,16,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.017,-0.016,3.729,3.607,-0.464,-0.431
0 days 01:55:54.869000,63,106.973,28,,,FALSE,HARD,17,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.143,-0.134,3.603,3.486,-0.692,-0.643
0 days 01:57:41.698000,63,106.829,29,,,FALSE,HARD,18,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.287,-0.268,3.459,3.346,-0.318,-0.297
0 days 01:59:28.030000,63,106.332,30,,,FALSE,HARD,19,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.784,-0.732,2.962,2.865,-0.658,-0.615
0 days 02:01:14.647000,63,106.617,31,,,FALSE,HARD,20,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.499,-0.466,3.247,3.141,-0.421,-0.393
0 days 02:03:01.603000,63,106.956,32,,,FALSE,HARD,21,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.16,-0.149,3.586,3.469,-0.214,-0.2
0 days 02:04:48.494000,63,106.891,33,,,FALSE,HARD,22,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.225,-0.21,3.521,3.406,-0.199,-0.186
0 days 02:06:35.032000,63,106.538,34,,,FALSE,HARD,23,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.578,-0.54,3.168,3.065,-0.193,-0.181
0 days 02:08:21.577000,63,106.545,35,,,FALSE,HARD,24,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.571,-0.533,3.175,3.071,-0.196,-0.184
0 days 02:10:07.722000,63,106.145,36,,,FALSE,HARD,25,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.971,-0.906,2.775,2.685,-0.395,-0.371
0 days 02:11:53.956000,63,106.234,37,,,FALSE,HARD,26,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-0.882,-0.823,2.864,2.771,-0.371,-0.348
0 days 02:13:39.891000,63,105.935,38,,,FALSE,HARD,27,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.181,-1.103,2.565,2.481,-0.711,-0.667
0 days 02:15:25.780000,63,105.889,39,,,FALSE,HARD,28,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.227,-1.145,2.519,2.437,-0.909,-0.851
0 days 02:17:11.757000,63,105.977,40,,,FALSE,HARD,29,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.139,-1.063,2.607,2.522,-0.77,-0.721
0 days 02:18:57.788000,63,106.023,41,,,FALSE,HARD,30,TRUE,2,Mercedes,RUS,1,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,8,FALSE,-1.093,-1.02,2.653,2.567,-0.761,-0.713
0 days 02:20:43.524000,63,105.736,42,,,FALSE,HARD,31,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.38,-1.288,2.366,2.289,-0.877,-0.823
0 days 02:22:29.425000,63,105.901,43,,,FALSE,HARD,32,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.215,-1.134,2.531,2.448,-0.684,-0.642
0 days 02:24:15.514000,63,106.089,44,,,FALSE,HARD,33,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.027,-0.959,2.719,2.63,-0.29,-0.273
0 days 02:26:01.254000,63,105.74,45,,,FALSE,HARD,34,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.376,-1.285,2.37,2.293,-0.567,-0.533
0 days 02:27:47.007000,63,105.753,46,,,FALSE,HARD,35,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.363,-1.272,2.383,2.305,-0.289,-0.273
0 days 02:29:32.669000,63,105.662,47,,,FALSE,HARD,36,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.454,-1.357,2.292,2.217,-0.339,-0.32
0 days 02:31:18.403000,63,105.734,48,,,FALSE,HARD,37,TRUE,2,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,8,TRUE,-1.382,-1.29,2.364,2.287,-0.254,-0.24
0 days 02:33:10.555000,63,112.152,49,,0 days 02:33:09.254000,FALSE,HARD,38,TRUE,2,Mercedes,RUS,2,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,8,FALSE,5.036,4.701,8.782,8.496,6.255,5.907
0 days 02:35:15.348000,63,124.793,50,0 days 02:33:30.613000,,FALSE,SOFT,1,TRUE,3,Mercedes,RUS,1,FALSE,4,Azerbaijan Grand Prix,TRUE,C5,8,FALSE,17.677,16.503,21.423,20.725,18.685,17.609
0 days 02:36:58.718000,63,103.37,51,,,TRUE,SOFT,2,TRUE,3,Mercedes,RUS,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C5,8,TRUE,-3.746,-3.497,0,0,-2.37,-2.241
0 days 01:04:57.445000,4,,1,0 days 00:12:12.829000,,FALSE,MEDIUM,1,TRUE,1,McLaren,NOR,2,FALSE,4,Azerbaijan Grand Prix,TRUE,C4,8,FALSE,,,,,,
0 days 01:06:46.184000,4,108.739,2,,,FALSE,MEDIUM,2,TRUE,1,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,8,TRUE,1.623,1.515,5.369,5.194,-0.615,-0.562
0 days 01:08:34.278000,4,108.094,3,,,FALSE,MEDIUM,3,TRUE,1,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,8,TRUE,0.978,0.913,4.724,4.57,-0.396,-0.365
0 days 01:10:22.374000,4,108.096,4,,,FALSE,MEDIUM,4,TRUE,1,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,8,TRUE,0.98,0.915,4.726,4.572,-0.508,-0.468
0 days 01:12:10.454000,4,108.08,5,,,FALSE,MEDIUM,5,TRUE,1,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,8,TRUE,0.964,0.9,4.71,4.556,-0.441,-0.406
0 days 01:13:58.670000,4,108.216,6,,,FALSE,MEDIUM,6,TRUE,1,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,8,TRUE,1.1,1.027,4.846,4.688,-0.21,-0.194
0 days 01:15:46.918000,4,108.248,7,,,FALSE,MEDIUM,7,TRUE,1,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,8,TRUE,1.132,1.057,4.878,4.719,-0.039,-0.036
0 days 01:17:35.254000,4,108.336,8,,,FALSE,MEDIUM,8,TRUE,1,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C4,8,TRUE,1.22,1.139,4.966,4.804,-0.166,-0.153
0 days 01:19:27.597000,4,112.343,9,,0 days 01:19:26.272000,FALSE,MEDIUM,9,TRUE,1,McLaren,NOR,1,FALSE,4,Azerbaijan Grand Prix,TRUE,C4,9,FALSE,5.227,4.88,8.973,8.68,3.277,3.005
0 days 01:21:43.317000,4,135.72,10,0 days 01:19:46.631000,,FALSE,HARD,1,TRUE,2,McLaren,NOR,24,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,13,FALSE,28.604,26.704,32.35,31.295,20.352,17.641
0 days 01:24:10.480000,4,147.163,11,,,FALSE,HARD,2,TRUE,2,McLaren,NOR,4,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,12,FALSE,40.047,37.387,43.793,42.365,-1.394,-0.938
0 days 01:26:31.342000,4,140.862,12,,,FALSE,HARD,3,TRUE,2,McLaren,NOR,4,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,11,FALSE,33.746,31.504,37.492,36.27,4.747,3.487
0 days 01:29:04.691000,4,,13,,,FALSE,HARD,4,TRUE,2,McLaren,NOR,4,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,11,FALSE,,,,,,
0 days 01:30:56.502000,4,111.811,14,,,FALSE,HARD,5,TRUE,2,McLaren,NOR,1,FALSE,4,Azerbaijan Grand Prix,TRUE,C3,11,FALSE,4.695,4.383,8.441,8.166,0.527,0.474
0 days 01:32:44.991000,4,108.489,15,,,FALSE,HARD,6,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,1.373,1.282,5.119,4.952,0.133,0.123
0 days 01:34:32.823000,4,107.832,16,,,FALSE,HARD,7,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,0.716,0.668,4.462,4.317,0.008,0.007
0 days 01:36:20.790000,4,107.967,17,,,FALSE,HARD,8,TRUE,2,McLaren,NOR,2,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,FALSE,0.851,0.794,4.597,4.447,0.358,0.333
0 days 01:38:08.306000,4,107.516,18,,,FALSE,HARD,9,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,0.4,0.373,4.146,4.011,0.032,0.03
0 days 01:39:55.660000,4,107.354,19,,,FALSE,HARD,10,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,0.238,0.222,3.984,3.854,-0.302,-0.281
0 days 01:41:43.003000,4,107.343,20,,,FALSE,HARD,11,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,0.227,0.212,3.973,3.843,-0.243,-0.226
0 days 01:43:31.369000,4,108.366,21,,,FALSE,HARD,12,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,1.25,1.167,4.996,4.833,0.789,0.733
0 days 01:45:19.045000,4,107.676,22,,,FALSE,HARD,13,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,0.56,0.523,4.306,4.166,0.034,0.032
0 days 01:47:07.388000,4,108.343,23,,,FALSE,HARD,14,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,1.227,1.145,4.973,4.811,0.394,0.365
0 days 01:48:55.706000,4,108.318,24,,,FALSE,HARD,15,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,1.202,1.122,4.948,4.787,0.438,0.406
0 days 01:50:43.488000,4,107.782,25,,,FALSE,HARD,16,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,0.666,0.622,4.412,4.268,0,0
0 days 01:52:31.370000,4,107.882,26,,,FALSE,HARD,17,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,0.766,0.715,4.512,4.365,0.205,0.19
0 days 01:54:19.391000,4,108.021,27,,,FALSE,HARD,18,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,0.905,0.845,4.651,4.499,0.458,0.426
0 days 01:56:07.385000,4,107.994,28,,,FALSE,HARD,19,TRUE,2,McLaren,NOR,1,TRUE,4,Azerbaijan Grand Prix,TRUE,C3,11,TRUE,0.878,0.82,4.624,4.473,0.329,0.306
