Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,Team,Driver,TrackStatus,IsAccurate,RoundNumber,EventName,IsSlick,CompoundName,Position,IsValid,DeltaToRep,PctFromRep,DeltaToFastest,PctFromFastest,DeltaToLapRep,PctFromLapRep
0 days 01:04:15.961000,1,,1,0 days 00:21:57.509000,,FALSE,SOFT,4,FALSE,1,Red Bull Racing,VER,2,FALSE,1,Bahrain Grand Prix,TRUE,C3,1,FALSE,,,,,,
0 days 01:05:53.935000,1,97.974,2,,,FALSE,SOFT,5,FALSE,1,Red Bull Racing,VER,2,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,FALSE,-0.342,-0.348,3.978,4.232,-2.445,-2.435
0 days 01:07:31.941000,1,98.006,3,,,FALSE,SOFT,6,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.31,-0.315,4.01,4.266,-1.856,-1.859
0 days 01:09:09.917000,1,97.976,4,,,FALSE,SOFT,7,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.34,-0.346,3.98,4.234,-1.816,-1.82
0 days 01:10:47.952000,1,98.035,5,,,FALSE,SOFT,8,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.281,-0.286,4.039,4.297,-2.583,-2.567
0 days 01:12:25.938000,1,97.986,6,,,FALSE,SOFT,9,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.33,-0.336,3.99,4.245,-2.345,-2.337
0 days 01:14:03.959000,1,98.021,7,,,FALSE,SOFT,10,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.295,-0.3,4.025,4.282,-2.584,-2.568
0 days 01:15:42.113000,1,98.154,8,,,FALSE,SOFT,11,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.162,-0.165,4.158,4.424,-2.55,-2.532
0 days 01:17:20.391000,1,98.278,9,,,FALSE,SOFT,12,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.038,-0.039,4.282,4.556,-2.546,-2.525
0 days 01:18:58.760000,1,98.369,10,,,FALSE,SOFT,13,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,0.053,0.054,4.373,4.652,-2.619,-2.593
0 days 01:20:37.243000,1,98.483,11,,,FALSE,SOFT,14,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,0.167,0.17,4.487,4.774,-2.767,-2.733
0 days 01:22:15.834000,1,98.591,12,,,FALSE,SOFT,15,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,0.275,0.28,4.595,4.889,-2.543,-2.514
0 days 01:23:54.316000,1,98.482,13,,,FALSE,SOFT,16,FALSE,1,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,0.166,0.169,4.486,4.773,-2.248,-2.232
0 days 01:25:35.611000,1,101.295,14,,0 days 01:25:33.830000,FALSE,SOFT,17,FALSE,1,Red Bull Racing,VER,1,FALSE,1,Bahrain Grand Prix,TRUE,C3,1,FALSE,2.979,3.03,7.299,7.765,2.436,2.464
0 days 01:27:33.989000,1,118.378,15,0 days 01:25:58.127000,,FALSE,SOFT,1,FALSE,2,Red Bull Racing,VER,1,FALSE,1,Bahrain Grand Prix,TRUE,C3,2,FALSE,20.062,20.406,24.382,25.939,19.403,19.604
0 days 01:29:11.790000,1,97.801,16,,,FALSE,SOFT,2,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-0.515,-0.524,3.805,4.048,-1.144,-1.156
0 days 01:30:49.438000,1,97.648,17,,,FALSE,SOFT,3,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-0.668,-0.679,3.652,3.885,-1.348,-1.362
0 days 01:32:27.052000,1,97.614,18,,,FALSE,SOFT,4,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.702,-0.714,3.618,3.849,-1.272,-1.286
0 days 01:34:04.764000,1,97.712,19,,,FALSE,SOFT,5,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.604,-0.614,3.716,3.953,-1.082,-1.095
0 days 01:35:42.552000,1,97.788,20,,,FALSE,SOFT,6,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.528,-0.537,3.792,4.034,-1.021,-1.033
0 days 01:37:20.134000,1,97.582,21,,,FALSE,SOFT,7,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.734,-0.747,3.586,3.815,-1.152,-1.167
0 days 01:38:57.785000,1,97.651,22,,,FALSE,SOFT,8,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.665,-0.676,3.655,3.888,-1.262,-1.276
0 days 01:40:35.337000,1,97.552,23,,,FALSE,SOFT,9,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.764,-0.777,3.556,3.783,-1.475,-1.489
0 days 01:42:12.724000,1,97.387,24,,,FALSE,SOFT,10,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.929,-0.945,3.391,3.608,-1.56,-1.577
0 days 01:43:50.096000,1,97.372,25,,,FALSE,SOFT,11,FALSE,2,Red Bull Racing,VER,1,FALSE,1,Bahrain Grand Prix,TRUE,C3,1,FALSE,-0.944,-0.96,3.376,3.592,-1.694,-1.71
0 days 01:45:27.778000,1,97.682,26,,,FALSE,SOFT,12,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.634,-0.645,3.686,3.921,-1.818,-1.827
0 days 01:47:05.157000,1,97.379,27,,,FALSE,SOFT,13,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.937,-0.953,3.383,3.599,-1.856,-1.87
0 days 01:48:42.808000,1,97.651,28,,,FALSE,SOFT,14,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.665,-0.676,3.655,3.888,-0.823,-0.836
0 days 01:50:20.379000,1,97.571,29,,,FALSE,SOFT,15,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.745,-0.758,3.575,3.803,-0.876,-0.89
0 days 01:51:57.928000,1,97.549,30,,,FALSE,SOFT,16,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.767,-0.78,3.553,3.78,-0.841,-0.855
0 days 01:53:35.359000,1,97.431,31,,,FALSE,SOFT,17,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.885,-0.9,3.435,3.654,-0.673,-0.686
0 days 01:55:13.050000,1,97.691,32,,,FALSE,SOFT,18,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.625,-0.636,3.695,3.931,-0.211,-0.216
0 days 01:56:50.736000,1,97.686,33,,,FALSE,SOFT,19,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.63,-0.641,3.69,3.926,-0.089,-0.091
0 days 01:58:28.575000,1,97.839,34,,,FALSE,SOFT,20,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.477,-0.485,3.843,4.088,-0.063,-0.064
0 days 02:00:06.425000,1,97.85,35,,,FALSE,SOFT,21,FALSE,2,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,-0.466,-0.474,3.854,4.1,-0.02,-0.02
0 days 02:01:47.389000,1,100.964,36,,0 days 02:01:45.619000,FALSE,SOFT,22,FALSE,2,Red Bull Racing,VER,1,FALSE,1,Bahrain Grand Prix,TRUE,C3,1,FALSE,2.648,2.693,6.968,7.413,3.21,3.284
0 days 02:03:45.879000,1,118.49,37,0 days 02:02:10.556000,,FALSE,HARD,1,TRUE,3,Red Bull Racing,VER,1,FALSE,1,Bahrain Grand Prix,TRUE,C1,1,FALSE,20.174,20.52,24.494,26.059,20.659,21.117
0 days 02:05:22.176000,1,96.297,38,,,FALSE,HARD,2,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-2.019,-2.054,2.301,2.448,-1.753,-1.788
0 days 02:06:58.622000,1,96.446,39,,,FALSE,HARD,3,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.87,-1.902,2.45,2.606,-1.338,-1.368
0 days 02:08:35.564000,1,96.942,40,,,FALSE,HARD,4,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.374,-1.398,2.946,3.134,-13.322,-12.082
0 days 02:10:36.059000,1,120.495,41,,,FALSE,HARD,5,TRUE,3,Red Bull Racing,VER,26,FALSE,1,Bahrain Grand Prix,TRUE,C1,1,FALSE,22.179,22.559,26.499,28.192,-4.949,-3.945
0 days 02:12:20.883000,1,104.824,42,,,FALSE,HARD,6,TRUE,3,Red Bull Racing,VER,67,FALSE,1,Bahrain Grand Prix,TRUE,C1,1,FALSE,6.508,6.619,10.828,11.52,7.763,7.998
0 days 02:13:57.773000,1,96.89,43,,,FALSE,HARD,7,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.426,-1.45,2.894,3.079,-0.138,-0.142
0 days 02:15:34.009000,1,96.236,44,,,TRUE,HARD,8,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-2.08,-2.116,2.24,2.383,-0.983,-1.011
0 days 02:17:11.024000,1,97.015,45,,,FALSE,HARD,9,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.301,-1.323,3.019,3.212,-0.411,-0.422
0 days 02:18:47.725000,1,96.701,46,,,FALSE,HARD,10,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.615,-1.643,2.705,2.878,-0.888,-0.91
0 days 02:20:24.734000,1,97.009,47,,,FALSE,HARD,11,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.307,-1.329,3.013,3.205,-0.423,-0.434
0 days 02:22:01.652000,1,96.918,48,,,FALSE,HARD,12,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.398,-1.422,2.922,3.109,-0.582,-0.597
0 days 02:23:38.614000,1,96.962,49,,,FALSE,HARD,13,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.354,-1.377,2.966,3.155,-0.647,-0.663
0 days 02:25:15.864000,1,97.25,50,,,FALSE,HARD,14,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.066,-1.084,3.254,3.462,-0.354,-0.363
0 days 02:26:53.291000,1,97.427,51,,,FALSE,HARD,15,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-0.889,-0.904,3.431,3.65,-0.279,-0.286
0 days 02:28:30.210000,1,96.919,52,,,FALSE,HARD,16,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.397,-1.421,2.923,3.11,-0.67,-0.687
0 days 02:30:07.100000,1,96.89,53,,,FALSE,HARD,17,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.426,-1.45,2.894,3.079,-0.92,-0.941
0 days 02:31:43.778000,1,96.678,54,,,FALSE,HARD,18,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.638,-1.666,2.682,2.853,-1.102,-1.127
0 days 02:33:20.100000,1,96.322,55,,,FALSE,HARD,19,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.994,-2.028,2.326,2.475,-1.538,-1.572
0 days 02:34:57.305000,1,97.205,56,,,FALSE,HARD,20,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.111,-1.13,3.209,3.414,-0.905,-0.922
0 days 02:36:33.678000,1,96.373,57,,,FALSE,HARD,21,TRUE,3,Red Bull Racing,VER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,1,TRUE,-1.943,-1.976,2.377,2.529,-1.648,-1.681
0 days 01:04:17.971000,11,,1,0 days 00:23:25.554000,,FALSE,SOFT,4,FALSE,1,Red Bull Racing,PER,2,FALSE,1,Bahrain Grand Prix,TRUE,C3,3,FALSE,,,,,,
0 days 01:05:56.833000,11,98.862,2,,,FALSE,SOFT,5,FALSE,1,Red Bull Racing,PER,2,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,FALSE,0.546,0.555,4.866,5.177,-1.557,-1.551
0 days 01:07:35.663000,11,98.83,3,,,FALSE,SOFT,6,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.514,0.523,4.834,5.143,-1.032,-1.033
0 days 01:09:14.421000,11,98.758,4,,,FALSE,SOFT,7,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.442,0.45,4.762,5.066,-1.034,-1.036
0 days 01:10:52.825000,11,98.404,5,,,FALSE,SOFT,8,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.088,0.09,4.408,4.69,-2.214,-2.2
0 days 01:12:31.543000,11,98.718,6,,,FALSE,SOFT,9,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.402,0.409,4.722,5.024,-1.613,-1.608
0 days 01:14:10.347000,11,98.804,7,,,FALSE,SOFT,10,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.488,0.496,4.808,5.115,-1.801,-1.79
0 days 01:15:49.519000,11,99.172,8,,,FALSE,SOFT,11,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.856,0.871,5.176,5.507,-1.532,-1.521
0 days 01:17:28.433000,11,98.914,9,,,FALSE,SOFT,12,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.598,0.608,4.918,5.232,-1.91,-1.894
0 days 01:19:07.518000,11,99.085,10,,,FALSE,SOFT,13,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.769,0.782,5.089,5.414,-1.903,-1.884
0 days 01:20:46.767000,11,99.249,11,,,FALSE,SOFT,14,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.933,0.949,5.253,5.589,-2.001,-1.976
0 days 01:22:25.964000,11,99.197,12,,,FALSE,SOFT,15,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.881,0.896,5.201,5.533,-1.937,-1.915
0 days 01:24:05.300000,11,99.336,13,,,FALSE,SOFT,16,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,1.02,1.037,5.34,5.681,-1.394,-1.384
0 days 01:25:44.039000,11,98.739,14,,,FALSE,SOFT,17,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,0.423,0.43,4.743,5.046,-0.12,-0.121
0 days 01:27:22.647000,11,98.608,15,,,FALSE,SOFT,18,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,0.292,0.297,4.612,4.907,-0.367,-0.371
0 days 01:29:01.417000,11,98.77,16,,,FALSE,SOFT,19,FALSE,1,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,1,TRUE,0.454,0.462,4.774,5.079,-0.175,-0.177
0 days 01:30:42.777000,11,101.36,17,,0 days 01:30:41.043000,FALSE,SOFT,20,FALSE,1,Red Bull Racing,PER,1,FALSE,1,Bahrain Grand Prix,TRUE,C3,1,FALSE,3.044,3.096,7.364,7.834,2.364,2.388
0 days 01:32:41.574000,11,118.797,18,0 days 01:31:05.324000,,FALSE,SOFT,3,FALSE,2,Red Bull Racing,PER,1,FALSE,1,Bahrain Grand Prix,TRUE,C3,3,FALSE,20.481,20.832,24.801,26.385,19.911,20.135
0 days 01:34:19.233000,11,97.659,19,,,FALSE,SOFT,4,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,-0.657,-0.668,3.663,3.897,-1.135,-1.149
0 days 01:35:56.681000,11,97.448,20,,,FALSE,SOFT,5,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,-0.868,-0.883,3.452,3.672,-1.361,-1.377
0 days 01:37:33.921000,11,97.24,21,,,FALSE,SOFT,6,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,-1.076,-1.094,3.244,3.451,-1.494,-1.513
0 days 01:39:11.090000,11,97.169,22,,,FALSE,SOFT,7,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,-1.147,-1.167,3.173,3.376,-1.744,-1.763
0 days 01:40:48.394000,11,97.304,23,,,FALSE,SOFT,8,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,-1.012,-1.029,3.308,3.519,-1.723,-1.74
0 days 01:42:25.746000,11,97.352,24,,,FALSE,SOFT,9,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,-0.964,-0.981,3.356,3.57,-1.595,-1.612
0 days 01:44:04.164000,11,98.418,25,,,FALSE,SOFT,10,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,3,TRUE,0.102,0.104,4.422,4.704,-0.648,-0.654
0 days 01:45:41.618000,11,97.454,26,,,FALSE,SOFT,11,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-0.862,-0.877,3.458,3.679,-2.046,-2.056
0 days 01:47:19.005000,11,97.387,27,,,FALSE,SOFT,12,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-0.929,-0.945,3.391,3.608,-1.848,-1.862
0 days 01:48:56.216000,11,97.211,28,,,FALSE,SOFT,13,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-1.105,-1.124,3.215,3.42,-1.263,-1.283
0 days 01:50:33.949000,11,97.733,29,,,FALSE,SOFT,14,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-0.583,-0.593,3.737,3.976,-0.714,-0.725
0 days 01:52:11.349000,11,97.4,30,,,FALSE,SOFT,15,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-0.916,-0.932,3.404,3.621,-0.99,-1.006
0 days 01:53:49.268000,11,97.919,31,,,FALSE,SOFT,16,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-0.397,-0.404,3.923,4.174,-0.185,-0.189
0 days 01:55:26.990000,11,97.722,32,,,FALSE,SOFT,17,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-0.594,-0.604,3.726,3.964,-0.18,-0.184
0 days 01:57:04.859000,11,97.869,33,,,FALSE,SOFT,18,FALSE,2,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,2,TRUE,-0.447,-0.455,3.873,4.12,0.094,0.096
0 days 01:58:45.545000,11,100.686,34,,0 days 01:58:43.794000,FALSE,SOFT,19,FALSE,2,Red Bull Racing,PER,1,FALSE,1,Bahrain Grand Prix,TRUE,C3,2,FALSE,2.37,2.411,6.69,7.117,2.784,2.844
0 days 02:00:44.330000,11,118.785,35,0 days 01:59:08.856000,,FALSE,HARD,1,TRUE,3,Red Bull Racing,PER,1,FALSE,1,Bahrain Grand Prix,TRUE,C1,2,FALSE,20.469,20.82,24.789,26.372,20.915,21.37
0 days 02:02:21.150000,11,96.82,36,,,FALSE,HARD,2,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.496,-1.522,2.824,3.004,-0.934,-0.955
0 days 02:03:57.494000,11,96.344,37,,,TRUE,HARD,3,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.972,-2.006,2.348,2.498,-1.487,-1.52
0 days 02:05:33.925000,11,96.431,38,,,FALSE,HARD,4,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.885,-1.917,2.435,2.591,-1.619,-1.651
0 days 02:07:10.354000,11,96.429,39,,,FALSE,HARD,5,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.887,-1.919,2.433,2.588,-1.355,-1.386
0 days 02:08:47.468000,11,97.114,40,,,FALSE,HARD,6,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.202,-1.223,3.118,3.317,-13.15,-11.926
0 days 02:10:50.990000,11,123.522,41,,,FALSE,HARD,7,TRUE,3,Red Bull Racing,PER,26,FALSE,1,Bahrain Grand Prix,TRUE,C1,2,FALSE,25.206,25.638,29.526,31.412,-1.922,-1.532
0 days 02:12:30.647000,11,99.657,42,,,FALSE,HARD,8,TRUE,3,Red Bull Racing,PER,67,FALSE,1,Bahrain Grand Prix,TRUE,C1,2,FALSE,1.341,1.364,5.661,6.023,2.596,2.675
0 days 02:14:07.201000,11,96.554,43,,,FALSE,HARD,9,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.762,-1.792,2.558,2.721,-0.474,-0.489
0 days 02:15:44.179000,11,96.978,44,,,FALSE,HARD,10,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.338,-1.361,2.982,3.172,-0.241,-0.248
0 days 02:17:21.107000,11,96.928,45,,,FALSE,HARD,11,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.388,-1.412,2.932,3.119,-0.498,-0.511
0 days 02:18:58.364000,11,97.257,46,,,FALSE,HARD,12,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.059,-1.077,3.261,3.469,-0.332,-0.34
0 days 02:20:35.025000,11,96.661,47,,,FALSE,HARD,13,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.655,-1.683,2.665,2.835,-0.771,-0.791
0 days 02:22:11.884000,11,96.859,48,,,FALSE,HARD,14,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.457,-1.482,2.863,3.046,-0.641,-0.657
0 days 02:23:48.933000,11,97.049,49,,,FALSE,HARD,15,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.267,-1.289,3.053,3.248,-0.56,-0.574
0 days 02:25:26.664000,11,97.731,50,,,FALSE,HARD,16,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-0.585,-0.595,3.735,3.974,0.127,0.13
0 days 02:27:03.713000,11,97.049,51,,,FALSE,HARD,17,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.267,-1.289,3.053,3.248,-0.657,-0.672
0 days 02:28:40.775000,11,97.062,52,,,FALSE,HARD,18,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.254,-1.275,3.066,3.262,-0.527,-0.54
0 days 02:30:18.120000,11,97.345,53,,,FALSE,HARD,19,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-0.971,-0.988,3.349,3.563,-0.465,-0.475
0 days 02:31:55.416000,11,97.296,54,,,FALSE,HARD,20,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.02,-1.037,3.3,3.511,-0.484,-0.495
0 days 02:33:32.508000,11,97.092,55,,,FALSE,HARD,21,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.224,-1.245,3.096,3.294,-0.768,-0.785
0 days 02:35:09.073000,11,96.565,56,,,FALSE,HARD,22,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.751,-1.781,2.569,2.733,-1.545,-1.575
0 days 02:36:45.631000,11,96.558,57,,,FALSE,HARD,23,TRUE,3,Red Bull Racing,PER,1,TRUE,1,Bahrain Grand Prix,TRUE,C1,2,TRUE,-1.758,-1.788,2.562,2.726,-1.463,-1.493
0 days 01:04:20.552000,14,,1,0 days 00:24:40.303000,,FALSE,SOFT,4,FALSE,1,Aston Martin,ALO,2,FALSE,1,Bahrain Grand Prix,TRUE,C3,7,FALSE,,,,,,
0 days 01:06:00.344000,14,99.792,2,,,FALSE,SOFT,5,FALSE,1,Aston Martin,ALO,2,TRUE,1,Bahrain Grand Prix,TRUE,C3,7,FALSE,1.476,1.501,5.796,6.166,-0.627,-0.624
0 days 01:07:39.444000,14,99.1,3,,,FALSE,SOFT,6,FALSE,1,Aston Martin,ALO,1,TRUE,1,Bahrain Grand Prix,TRUE,C3,7,TRUE,0.784,0.797,5.104,5.43,-0.762,-0.763
