Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,RoundNumber,EventName
0 days 02:06:23.728000,23,0 days 00:01:38.330000,38,,,0 days 00:00:31.372000,0 days 00:00:42.907000,0 days 00:00:24.051000,0 days 02:05:16.770000,0 days 02:05:59.677000,0 days 02:06:23.728000,234.0,254.0,286.0,313.0,False,HARD,12.0,True,3,0 days 02:04:45.398000,Williams,ALB,1,True,2023-03-05 16:05:47.247,1,Bahrain Grand Prix
0 days 02:08:02.074000,23,0 days 00:01:38.346000,39,,,0 days 00:00:31.401000,0 days 00:00:42.884000,0 days 00:00:24.061000,0 days 02:06:55.129000,0 days 02:07:38.013000,0 days 02:08:02.074000,235.0,258.0,285.0,312.0,False,HARD,13.0,True,3,0 days 02:06:23.728000,Williams,ALB,1,True,2023-03-05 16:07:25.577,1,Bahrain Grand Prix
0 days 02:09:52.251000,23,0 days 00:01:50.177000,40,,0 days 02:09:50.485000,0 days 00:00:31.353000,0 days 00:00:42.999000,0 days 00:00:35.825000,0 days 02:08:33.427000,0 days 02:09:16.426000,0 days 02:09:52.251000,,259.0,,,False,HARD,14.0,True,3,0 days 02:08:02.074000,Williams,ALB,26,False,2023-03-05 16:09:03.923,1,Bahrain Grand Prix
0 days 02:12:00.910000,23,0 days 00:02:08.659000,41,0 days 02:10:14.985000,,0 days 00:00:59.220000,0 days 00:00:45.873000,0 days 00:00:23.566000,0 days 02:10:51.471000,0 days 02:11:37.344000,0 days 02:12:00.910000,162.0,255.0,286.0,217.0,False,SOFT,1.0,False,4,0 days 02:09:52.251000,Williams,ALB,67,False,2023-03-05 16:10:54.100,1,Bahrain Grand Prix
0 days 02:13:38.121000,23,0 days 00:01:37.211000,42,,,0 days 00:00:31.062000,0 days 00:00:42.485000,0 days 00:00:23.664000,0 days 02:12:31.972000,0 days 02:13:14.457000,0 days 02:13:38.121000,240.0,254.0,287.0,309.0,False,SOFT,2.0,False,4,0 days 02:12:00.910000,Williams,ALB,1,True,2023-03-05 16:13:02.759,1,Bahrain Grand Prix
0 days 02:15:15.265000,23,0 days 00:01:37.144000,43,,,0 days 00:00:30.767000,0 days 00:00:42.589000,0 days 00:00:23.788000,0 days 02:14:08.888000,0 days 02:14:51.477000,0 days 02:15:15.265000,235.0,251.0,287.0,313.0,True,SOFT,3.0,False,4,0 days 02:13:38.121000,Williams,ALB,1,True,2023-03-05 16:14:39.970,1,Bahrain Grand Prix
0 days 02:16:52.592000,23,0 days 00:01:37.327000,44,,,0 days 00:00:30.953000,0 days 00:00:42.567000,0 days 00:00:23.807000,0 days 02:15:46.218000,0 days 02:16:28.785000,0 days 02:16:52.592000,236.0,247.0,287.0,312.0,False,SOFT,4.0,False,4,0 days 02:15:15.265000,Williams,ALB,1,True,2023-03-05 16:16:17.114,1,Bahrain Grand Prix
0 days 02:18:30.095000,23,0 days 00:01:37.503000,45,,,0 days 00:00:31.121000,0 days 00:00:42.624000,0 days 00:00:23.758000,0 days 02:17:23.713000,0 days 02:18:06.337000,0 days 02:18:30.095000,232.0,250.0,287.0,306.0,False,SOFT,5.0,False,4,0 days 02:16:52.592000,Williams,ALB,1,True,2023-03-05 16:17:54.441,1,Bahrain Grand Prix
0 days 02:20:07.672000,23,0 days 00:01:37.577000,46,,,0 days 00:00:31.025000,0 days 00:00:42.764000,0 days 00:00:23.788000,0 days 02:19:01.120000,0 days 02:19:43.884000,0 days 02:20:07.672000,234.0,243.0,287.0,311.0,False,SOFT,6.0,False,4,0 days 02:18:30.095000,Williams,ALB,1,True,2023-03-05 16:19:31.944,1,Bahrain Grand Prix
0 days 02:21:45.217000,23,0 days 00:01:37.545000,47,,,0 days 00:00:31.048000,0 days 00:00:42.675000,0 days 00:00:23.822000,0 days 02:20:38.720000,0 days 02:21:21.395000,0 days 02:21:45.217000,235.0,243.0,287.0,312.0,False,SOFT,7.0,False,4,0 days 02:20:07.672000,Williams,ALB,1,True,2023-03-05 16:21:09.521,1,Bahrain Grand Prix
0 days 02:23:22.901000,23,0 days 00:01:37.684000,48,,,0 days 00:00:31.112000,0 days 00:00:42.713000,0 days 00:00:23.859000,0 days 02:22:16.329000,0 days 02:22:59.042000,0 days 02:23:22.901000,,243.0,287.0,311.0,False,SOFT,8.0,False,4,0 days 02:21:45.217000,Williams,ALB,1,True,2023-03-05 16:22:47.066,1,Bahrain Grand Prix
0 days 02:25:00.510000,23,0 days 00:01:37.609000,49,,,0 days 00:00:31.051000,0 days 00:00:42.726000,0 days 00:00:23.832000,0 days 02:23:53.952000,0 days 02:24:36.678000,0 days 02:25:00.510000,236.0,251.0,286.0,312.0,False,SOFT,9.0,False,4,0 days 02:23:22.901000,Williams,ALB,1,True,2023-03-05 16:24:24.750,1,Bahrain Grand Prix
0 days 02:26:38.205000,23,0 days 00:01:37.695000,50,,,0 days 00:00:31.087000,0 days 00:00:42.703000,0 days 00:00:23.905000,0 days 02:25:31.597000,0 days 02:26:14.300000,0 days 02:26:38.205000,,247.0,287.0,311.0,False,SOFT,10.0,False,4,0 days 02:25:00.510000,Williams,ALB,1,True,2023-03-05 16:26:02.359,1,Bahrain Grand Prix
0 days 02:28:15.932000,23,0 days 00:01:37.727000,51,,,0 days 00:00:31.157000,0 days 00:00:42.662000,0 days 00:00:23.908000,0 days 02:27:09.362000,0 days 02:27:52.024000,0 days 02:28:15.932000,235.0,248.0,287.0,312.0,False,SOFT,11.0,False,4,0 days 02:26:38.205000,Williams,ALB,1,True,2023-03-05 16:27:40.054,1,Bahrain Grand Prix
0 days 02:29:53.793000,23,0 days 00:01:37.861000,52,,,0 days 00:00:31.110000,0 days 00:00:42.907000,0 days 00:00:23.844000,0 days 02:28:47.042000,0 days 02:29:29.949000,0 days 02:29:53.793000,236.0,249.0,287.0,,False,SOFT,12.0,False,4,0 days 02:28:15.932000,Williams,ALB,1,True,2023-03-05 16:29:17.781,1,Bahrain Grand Prix
0 days 02:31:31.571000,23,0 days 00:01:37.778000,53,,,0 days 00:00:31.109000,0 days 00:00:42.799000,0 days 00:00:23.870000,0 days 02:30:24.902000,0 days 02:31:07.701000,0 days 02:31:31.571000,237.0,255.0,287.0,311.0,False,SOFT,13.0,False,4,0 days 02:29:53.793000,Williams,ALB,1,True,2023-03-05 16:30:55.642,1,Bahrain Grand Prix
0 days 02:33:09.351000,23,0 days 00:01:37.780000,54,,,0 days 00:00:31.074000,0 days 00:00:42.796000,0 days 00:00:23.910000,0 days 02:32:02.645000,0 days 02:32:45.441000,0 days 02:33:09.351000,236.0,256.0,286.0,312.0,False,SOFT,14.0,False,4,0 days 02:31:31.571000,Williams,ALB,1,True,2023-03-05 16:32:33.420,1,Bahrain Grand Prix
0 days 02:34:47.154000,23,0 days 00:01:37.803000,55,,,0 days 00:00:31.113000,0 days 00:00:42.777000,0 days 00:00:23.913000,0 days 02:33:40.464000,0 days 02:34:23.241000,0 days 02:34:47.154000,237.0,256.0,286.0,,False,SOFT,15.0,False,4,0 days 02:33:09.351000,Williams,ALB,1,True,2023-03-05 16:34:11.200,1,Bahrain Grand Prix
0 days 02:36:25.313000,23,0 days 00:01:38.159000,56,,,0 days 00:00:31.157000,0 days 00:00:42.905000,0 days 00:00:24.097000,0 days 02:35:18.311000,0 days 02:36:01.216000,0 days 02:36:25.313000,238.0,252.0,288.0,,False,SOFT,16.0,False,4,0 days 02:34:47.154000,Williams,ALB,1,True,2023-03-05 16:35:49.003,1,Bahrain Grand Prix
0 days 02:38:03.450000,23,0 days 00:01:38.137000,57,,,0 days 00:00:31.128000,0 days 00:00:42.928000,0 days 00:00:24.081000,0 days 02:36:56.441000,0 days 02:37:39.369000,0 days 02:38:03.450000,237.0,261.0,288.0,,False,SOFT,17.0,False,4,0 days 02:36:25.313000,Williams,ALB,1,True,2023-03-05 16:37:27.162,1,Bahrain Grand Prix
0 days 01:04:24.702000,22,,1,0 days 00:25:04.818000,,,0 days 00:00:45.884000,0 days 00:00:24.925000,,0 days 01:03:59.838000,0 days 01:04:24.791000,230.0,248.0,282.0,259.0,False,SOFT,1.0,True,1,0 days 01:02:36.652000,AlphaTauri,TSU,2,False,2023-03-05 15:03:38.501,1,Bahrain Grand Prix
0 days 01:06:05.539000,22,0 days 00:01:40.837000,2,,,0 days 00:00:31.976000,0 days 00:00:43.987000,0 days 00:00:24.874000,0 days 01:04:56.678000,0 days 01:05:40.665000,0 days 01:06:05.539000,232.0,240.0,280.0,294.0,False,SOFT,2.0,True,1,0 days 01:04:24.702000,AlphaTauri,TSU,2,True,2023-03-05 15:05:26.551,1,Bahrain Grand Prix
0 days 01:07:45.782000,22,0 days 00:01:40.243000,3,,,0 days 00:00:31.699000,0 days 00:00:43.736000,0 days 00:00:24.808000,0 days 01:06:37.238000,0 days 01:07:20.974000,0 days 01:07:45.782000,224.0,250.0,288.0,301.0,False,SOFT,3.0,True,1,0 days 01:06:05.539000,AlphaTauri,TSU,1,True,2023-03-05 15:07:07.388,1,Bahrain Grand Prix
0 days 01:09:25.732000,22,0 days 00:01:39.950000,4,,,0 days 00:00:31.259000,0 days 00:00:43.590000,0 days 00:00:25.101000,0 days 01:08:17.041000,0 days 01:09:00.631000,0 days 01:09:25.732000,225.0,248.0,286.0,317.0,False,SOFT,4.0,True,1,0 days 01:07:45.782000,AlphaTauri,TSU,1,True,2023-03-05 15:08:47.631,1,Bahrain Grand Prix
0 days 01:11:06.863000,22,0 days 00:01:41.131000,5,,,0 days 00:00:31.566000,0 days 00:00:44.562000,0 days 00:00:25.003000,0 days 01:09:57.298000,0 days 01:10:41.860000,0 days 01:11:06.863000,227.0,251.0,284.0,302.0,False,SOFT,5.0,True,1,0 days 01:09:25.732000,AlphaTauri,TSU,1,True,2023-03-05 15:10:27.581,1,Bahrain Grand Prix
0 days 01:12:47.749000,22,0 days 00:01:40.886000,6,,,0 days 00:00:31.671000,0 days 00:00:44.172000,0 days 00:00:25.043000,0 days 01:11:38.534000,0 days 01:12:22.706000,0 days 01:12:47.749000,230.0,251.0,285.0,311.0,False,SOFT,6.0,True,1,0 days 01:11:06.863000,AlphaTauri,TSU,1,True,2023-03-05 15:12:08.712,1,Bahrain Grand Prix
0 days 01:14:28.701000,22,0 days 00:01:40.952000,7,,,0 days 00:00:31.564000,0 days 00:00:44.259000,0 days 00:00:25.129000,0 days 01:13:19.313000,0 days 01:14:03.572000,0 days 01:14:28.701000,224.0,252.0,284.0,312.0,False,SOFT,7.0,True,1,0 days 01:12:47.749000,AlphaTauri,TSU,1,True,2023-03-05 15:13:49.598,1,Bahrain Grand Prix
0 days 01:16:09.547000,22,0 days 00:01:40.846000,8,,,0 days 00:00:31.566000,0 days 00:00:44.156000,0 days 00:00:25.124000,0 days 01:15:00.267000,0 days 01:15:44.423000,0 days 01:16:09.547000,,251.0,284.0,319.0,False,SOFT,8.0,True,1,0 days 01:14:28.701000,AlphaTauri,TSU,1,True,2023-03-05 15:15:30.550,1,Bahrain Grand Prix
0 days 01:17:50.557000,22,0 days 00:01:41.010000,9,,,0 days 00:00:31.627000,0 days 00:00:44.241000,0 days 00:00:25.142000,0 days 01:16:41.174000,0 days 01:17:25.415000,0 days 01:17:50.557000,225.0,250.0,284.0,318.0,False,SOFT,9.0,True,1,0 days 01:16:09.547000,AlphaTauri,TSU,1,True,2023-03-05 15:17:11.396,1,Bahrain Grand Prix
0 days 01:19:34.306000,22,0 days 00:01:43.749000,10,,0 days 01:19:32.587000,0 days 00:00:31.649000,0 days 00:00:44.285000,0 days 00:00:27.815000,0 days 01:18:22.206000,0 days 01:19:06.491000,0 days 01:19:34.306000,224.0,253.0,,322.0,False,SOFT,10.0,True,1,0 days 01:17:50.557000,AlphaTauri,TSU,1,False,2023-03-05 15:18:52.406,1,Bahrain Grand Prix
0 days 01:21:34.149000,22,0 days 00:01:59.843000,11,0 days 01:19:57.836000,,0 days 00:00:53.357000,0 days 00:00:42.423000,0 days 00:00:24.063000,0 days 01:20:27.663000,0 days 01:21:10.086000,0 days 01:21:34.149000,226.0,255.0,279.0,217.0,False,HARD,1.0,True,2,0 days 01:19:34.306000,AlphaTauri,TSU,1,False,2023-03-05 15:20:36.155,1,Bahrain Grand Prix
0 days 01:23:13.292000,22,0 days 00:01:39.143000,12,,,0 days 00:00:31.623000,0 days 00:00:43.140000,0 days 00:00:24.380000,0 days 01:22:05.772000,0 days 01:22:48.912000,0 days 01:23:13.292000,,244.0,280.0,303.0,False,HARD,2.0,True,2,0 days 01:21:34.149000,AlphaTauri,TSU,1,True,2023-03-05 15:22:35.998,1,Bahrain Grand Prix
0 days 01:24:52.763000,22,0 days 00:01:39.471000,13,,,0 days 00:00:31.607000,0 days 00:00:43.290000,0 days 00:00:24.574000,0 days 01:23:44.899000,0 days 01:24:28.189000,0 days 01:24:52.763000,232.0,249.0,284.0,302.0,False,HARD,3.0,True,2,0 days 01:23:13.292000,AlphaTauri,TSU,1,True,2023-03-05 15:24:15.141,1,Bahrain Grand Prix
0 days 01:26:31.505000,22,0 days 00:01:38.742000,14,,,0 days 00:00:31.227000,0 days 00:00:43.111000,0 days 00:00:24.404000,0 days 01:25:23.990000,0 days 01:26:07.101000,0 days 01:26:31.505000,226.0,257.0,281.0,317.0,False,HARD,4.0,True,2,0 days 01:24:52.763000,AlphaTauri,TSU,1,True,2023-03-05 15:25:54.612,1,Bahrain Grand Prix
0 days 01:28:10.480000,22,0 days 00:01:38.975000,15,,,0 days 00:00:31.398000,0 days 00:00:43.143000,0 days 00:00:24.434000,0 days 01:27:02.903000,0 days 01:27:46.046000,0 days 01:28:10.480000,225.0,247.0,281.0,308.0,False,HARD,5.0,True,2,0 days 01:26:31.505000,AlphaTauri,TSU,1,True,2023-03-05 15:27:33.354,1,Bahrain Grand Prix
0 days 01:29:49.541000,22,0 days 00:01:39.061000,16,,,0 days 00:00:31.429000,0 days 00:00:43.184000,0 days 00:00:24.448000,0 days 01:28:41.909000,0 days 01:29:25.093000,0 days 01:29:49.541000,226.0,251.0,280.0,,False,HARD,6.0,True,2,0 days 01:28:10.480000,AlphaTauri,TSU,1,True,2023-03-05 15:29:12.329,1,Bahrain Grand Prix
0 days 01:31:28.562000,22,0 days 00:01:39.021000,17,,,0 days 00:00:31.417000,0 days 00:00:43.132000,0 days 00:00:24.472000,0 days 01:30:20.958000,0 days 01:31:04.090000,0 days 01:31:28.562000,225.0,255.0,280.0,304.0,False,HARD,7.0,True,2,0 days 01:29:49.541000,AlphaTauri,TSU,1,True,2023-03-05 15:30:51.390,1,Bahrain Grand Prix
0 days 01:33:07.864000,22,0 days 00:01:39.302000,18,,,0 days 00:00:31.402000,0 days 00:00:43.402000,0 days 00:00:24.498000,0 days 01:31:59.964000,0 days 01:32:43.366000,0 days 01:33:07.864000,229.0,237.0,279.0,307.0,False,HARD,8.0,True,2,0 days 01:31:28.562000,AlphaTauri,TSU,1,True,2023-03-05 15:32:30.411,1,Bahrain Grand Prix
0 days 01:34:47.034000,22,0 days 00:01:39.170000,19,,,0 days 00:00:31.456000,0 days 00:00:43.331000,0 days 00:00:24.383000,0 days 01:33:39.320000,0 days 01:34:22.651000,0 days 01:34:47.034000,227.0,243.0,280.0,303.0,False,HARD,9.0,True,2,0 days 01:33:07.864000,AlphaTauri,TSU,1,True,2023-03-05 15:34:09.713,1,Bahrain Grand Prix
0 days 01:36:26.316000,22,0 days 00:01:39.282000,20,,,0 days 00:00:31.476000,0 days 00:00:43.398000,0 days 00:00:24.408000,0 days 01:35:18.510000,0 days 01:36:01.908000,0 days 01:36:26.316000,,248.0,280.0,306.0,False,HARD,10.0,True,2,0 days 01:34:47.034000,AlphaTauri,TSU,1,True,2023-03-05 15:35:48.883,1,Bahrain Grand Prix
0 days 01:38:05.641000,22,0 days 00:01:39.325000,21,,,0 days 00:00:31.486000,0 days 00:00:43.285000,0 days 00:00:24.554000,0 days 01:36:57.802000,0 days 01:37:41.087000,0 days 01:38:05.641000,,246.0,280.0,305.0,False,HARD,11.0,True,2,0 days 01:36:26.316000,AlphaTauri,TSU,1,True,2023-03-05 15:37:28.165,1,Bahrain Grand Prix
0 days 01:39:45.080000,22,0 days 00:01:39.439000,22,,,0 days 00:00:31.479000,0 days 00:00:43.415000,0 days 00:00:24.545000,0 days 01:38:37.120000,0 days 01:39:20.535000,0 days 01:39:45.080000,226.0,250.0,281.0,304.0,False,HARD,12.0,True,2,0 days 01:38:05.641000,AlphaTauri,TSU,1,True,2023-03-05 15:39:07.490,1,Bahrain Grand Prix
0 days 01:41:24.712000,22,0 days 00:01:39.632000,23,,,0 days 00:00:31.543000,0 days 00:00:43.474000,0 days 00:00:24.615000,0 days 01:40:16.623000,0 days 01:41:00.097000,0 days 01:41:24.712000,227.0,248.0,280.0,307.0,False,HARD,13.0,True,2,0 days 01:39:45.080000,AlphaTauri,TSU,1,True,2023-03-05 15:40:46.929,1,Bahrain Grand Prix
0 days 01:43:04.821000,22,0 days 00:01:40.109000,24,,,0 days 00:00:32.039000,0 days 00:00:43.405000,0 days 00:00:24.665000,0 days 01:41:56.751000,0 days 01:42:40.156000,0 days 01:43:04.821000,228.0,252.0,280.0,304.0,False,HARD,14.0,True,2,0 days 01:41:24.712000,AlphaTauri,TSU,1,True,2023-03-05 15:42:26.561,1,Bahrain Grand Prix
0 days 01:44:44.567000,22,0 days 00:01:39.746000,25,,,0 days 00:00:31.638000,0 days 00:00:43.565000,0 days 00:00:24.543000,0 days 01:43:36.459000,0 days 01:44:20.024000,0 days 01:44:44.567000,227.0,252.0,281.0,305.0,False,HARD,15.0,True,2,0 days 01:43:04.821000,AlphaTauri,TSU,1,True,2023-03-05 15:44:06.670,1,Bahrain Grand Prix
0 days 01:46:26.794000,22,0 days 00:01:42.227000,26,,0 days 01:46:25.026000,0 days 00:00:31.619000,0 days 00:00:43.452000,0 days 00:00:27.156000,0 days 01:45:16.186000,0 days 01:45:59.638000,0 days 01:46:26.794000,229.0,251.0,,304.0,False,HARD,16.0,True,2,0 days 01:44:44.567000,AlphaTauri,TSU,1,False,2023-03-05 15:45:46.416,1,Bahrain Grand Prix
0 days 01:48:27.094000,22,0 days 00:02:00.300000,27,0 days 01:46:49.416000,,0 days 00:00:52.788000,0 days 00:00:43.364000,0 days 00:00:24.148000,0 days 01:47:19.582000,0 days 01:48:02.946000,0 days 01:48:27.094000,236.0,254.0,289.0,219.0,False,HARD,1.0,True,3,0 days 01:46:26.794000,AlphaTauri,TSU,1,False,2023-03-05 15:47:28.643,1,Bahrain Grand Prix
0 days 01:50:04.918000,22,0 days 00:01:37.824000,28,,,0 days 00:00:31.040000,0 days 00:00:42.788000,0 days 00:00:23.996000,0 days 01:48:58.134000,0 days 01:49:40.922000,0 days 01:50:04.918000,229.0,249.0,288.0,315.0,False,HARD,2.0,True,3,0 days 01:48:27.094000,AlphaTauri,TSU,1,True,2023-03-05 15:49:28.943,1,Bahrain Grand Prix
0 days 01:51:42.697000,22,0 days 00:01:37.779000,29,,,0 days 00:00:31.071000,0 days 00:00:42.582000,0 days 00:00:24.126000,0 days 01:50:35.989000,0 days 01:51:18.571000,0 days 01:51:42.697000,230.0,256.0,289.0,311.0,False,HARD,3.0,True,3,0 days 01:50:04.918000,AlphaTauri,TSU,1,True,2023-03-05 15:51:06.767,1,Bahrain Grand Prix
0 days 01:53:20.844000,22,0 days 00:01:38.147000,30,,,0 days 00:00:31.111000,0 days 00:00:42.762000,0 days 00:00:24.274000,0 days 01:52:13.808000,0 days 01:52:56.570000,0 days 01:53:20.844000,226.0,252.0,288.0,309.0,False,HARD,4.0,True,3,0 days 01:51:42.697000,AlphaTauri,TSU,1,True,2023-03-05 15:52:44.546,1,Bahrain Grand Prix
0 days 01:54:58.657000,22,0 days 00:01:37.813000,31,,,0 days 00:00:30.795000,0 days 00:00:42.857000,0 days 00:00:24.161000,0 days 01:53:51.639000,0 days 01:54:34.496000,0 days 01:54:58.657000,230.0,244.0,288.0,315.0,False,HARD,5.0,True,3,0 days 01:53:20.844000,AlphaTauri,TSU,1,True,2023-03-05 15:54:22.693,1,Bahrain Grand Prix
0 days 01:56:36.674000,22,0 days 00:01:38.017000,32,,,0 days 00:00:30.916000,0 days 00:00:42.886000,0 days 00:00:24.215000,0 days 01:55:29.573000,0 days 01:56:12.459000,0 days 01:56:36.674000,,247.0,288.0,318.0,False,HARD,6.0,True,3,0 days 01:54:58.657000,AlphaTauri,TSU,1,True,2023-03-05 15:56:00.506,1,Bahrain Grand Prix
0 days 01:58:14.768000,22,0 days 00:01:38.094000,33,,,0 days 00:00:30.843000,0 days 00:00:42.923000,0 days 00:00:24.328000,0 days 01:57:07.517000,0 days 01:57:50.440000,0 days 01:58:14.768000,232.0,249.0,287.0,,False,HARD,7.0,True,3,0 days 01:56:36.674000,AlphaTauri,TSU,1,True,2023-03-05 15:57:38.523,1,Bahrain Grand Prix
0 days 01:59:52.898000,22,0 days 00:01:38.130000,34,,,0 days 00:00:30.924000,0 days 00:00:42.881000,0 days 00:00:24.325000,0 days 01:58:45.692000,0 days 01:59:28.573000,0 days 01:59:52.898000,230.0,243.0,287.0,319.0,False,HARD,8.0,True,3,0 days 01:58:14.768000,AlphaTauri,TSU,1,True,2023-03-05 15:59:16.617,1,Bahrain Grand Prix
0 days 02:01:31.061000,22,0 days 00:01:38.163000,35,,,0 days 00:00:31.053000,0 days 00:00:42.779000,0 days 00:00:24.331000,0 days 02:00:23.951000,0 days 02:01:06.730000,0 days 02:01:31.061000,229.0,254.0,287.0,321.0,False,HARD,9.0,True,3,0 days 01:59:52.898000,AlphaTauri,TSU,1,True,2023-03-05 16:00:54.747,1,Bahrain Grand Prix
0 days 02:03:09.120000,22,0 days 00:01:38.059000,36,,,0 days 00:00:30.891000,0 days 00:00:42.924000,0 days 00:00:24.244000,0 days 02:02:01.952000,0 days 02:02:44.876000,0 days 02:03:09.120000,233.0,248.0,288.0,322.0,False,HARD,10.0,True,3,0 days 02:01:31.061000,AlphaTauri,TSU,1,True,2023-03-05 16:02:32.910,1,Bahrain Grand Prix
0 days 02:04:47.195000,22,0 days 00:01:38.075000,37,,,0 days 00:00:31.004000,0 days 00:00:42.708000,0 days 00:00:24.363000,0 days 02:03:40.124000,0 days 02:04:22.832000,0 days 02:04:47.195000,230.0,258.0,287.0,319.0,False,HARD,11.0,True,3,0 days 02:03:09.120000,AlphaTauri,TSU,1,True,2023-03-05 16:04:10.969,1,Bahrain Grand Prix
0 days 02:06:25.279000,22,0 days 00:01:38.084000,38,,,0 days 00:00:30.904000,0 days 00:00:42.811000,0 days 00:00:24.369000,0 days 02:05:18.099000,0 days 02:06:00.910000,0 days 02:06:25.279000,,255.0,287.0,321.0,False,HARD,12.0,True,3,0 days 02:04:47.195000,AlphaTauri,TSU,1,True,2023-03-05 16:05:49.044,1,Bahrain Grand Prix
0 days 02:08:03.698000,22,0 days 00:01:38.419000,39,,,0 days 00:00:31.108000,0 days 00:00:42.882000,0 days 00:00:24.429000,0 days 02:06:56.387000,0 days 02:07:39.269000,0 days 02:08:03.698000,229.0,260.0,287.0,322.0,False,HARD,13.0,True,3,0 days 02:06:25.279000,AlphaTauri,TSU,1,True,2023-03-05 16:07:27.128,1,Bahrain Grand Prix
0 days 02:09:54.048000,22,0 days 00:01:50.350000,40,,0 days 02:09:52.391000,0 days 00:00:31.083000,0 days 00:00:42.908000,0 days 00:00:36.359000,0 days 02:08:34.781000,0 days 02:09:17.689000,0 days 02:09:54.048000,230.0,258.0,,,False,HARD,14.0,True,3,0 days 02:08:03.698000,AlphaTauri,TSU,26,False,2023-03-05 16:09:05.547,1,Bahrain Grand Prix
0 days 02:12:04.830000,22,0 days 00:02:10.782000,41,0 days 02:10:18.125000,,0 days 00:01:03.303000,0 days 00:00:43.564000,0 days 00:00:23.915000,0 days 02:10:57.351000,0 days 02:11:40.915000,0 days 02:12:04.830000,177.0,263.0,290.0,223.0,False,SOFT,4.0,False,4,0 days 02:09:54.048000,AlphaTauri,TSU,67,False,2023-03-05 16:10:55.897,1,Bahrain Grand Prix
0 days 02:13:41.467000,22,0 days 00:01:36.637000,42,,,0 days 00:00:30.997000,0 days 00:00:41.735000,0 days 00:00:23.905000,0 days 02:12:35.827000,0 days 02:13:17.562000,0 days 02:13:41.467000,236.0,253.0,281.0,318.0,True,SOFT,5.0,False,4,0 days 02:12:04.830000,AlphaTauri,TSU,1,True,2023-03-05 16:13:06.679,1,Bahrain Grand Prix
0 days 02:15:18.495000,22,0 days 00:01:37.028000,43,,,0 days 00:00:31.115000,0 days 00:00:42.080000,0 days 00:00:23.833000,0 days 02:14:12.582000,0 days 02:14:54.662000,0 days 02:15:18.495000,229.0,251.0,281.0,303.0,False,SOFT,6.0,False,4,0 days 02:13:41.467000,AlphaTauri,TSU,1,True,2023-03-05 16:14:43.316,1,Bahrain Grand Prix
0 days 02:16:55.505000,22,0 days 00:01:37.010000,44,,,0 days 00:00:30.939000,0 days 00:00:42.198000,0 days 00:00:23.873000,0 days 02:15:49.434000,0 days 02:16:31.632000,0 days 02:16:55.505000,233.0,250.0,281.0,,False,SOFT,7.0,False,4,0 days 02:15:18.495000,AlphaTauri,TSU,1,True,2023-03-05 16:16:20.344,1,Bahrain Grand Prix
0 days 02:18:32.526000,22,0 days 00:01:37.021000,45,,,0 days 00:00:30.930000,0 days 00:00:42.107000,0 days 00:00:23.984000,0 days 02:17:26.435000,0 days 02:18:08.542000,0 days 02:18:32.526000,232.0,256.0,282.0,305.0,False,SOFT,8.0,False,4,0 days 02:16:55.505000,AlphaTauri,TSU,1,True,2023-03-05 16:17:57.354,1,Bahrain Grand Prix
0 days 02:20:09.784000,22,0 days 00:01:37.258000,46,,,0 days 00:00:31.009000,0 days 00:00:42.280000,0 days 00:00:23.969000,0 days 02:19:03.535000,0 days 02:19:45.815000,0 days 02:20:09.784000,230.0,251.0,282.0,,False,SOFT,9.0,False,4,0 days 02:18:32.526000,AlphaTauri,TSU,1,True,2023-03-05 16:19:34.375,1,Bahrain Grand Prix
0 days 02:21:47.143000,22,0 days 00:01:37.359000,47,,,0 days 00:00:31.083000,0 days 00:00:42.286000,0 days 00:00:23.990000,0 days 02:20:40.867000,0 days 02:21:23.153000,0 days 02:21:47.143000,232.0,257.0,282.0,303.0,False,SOFT,10.0,False,4,0 days 02:20:09.784000,AlphaTauri,TSU,1,True,2023-03-05 16:21:11.633,1,Bahrain Grand Prix
0 days 02:23:24.381000,22,0 days 00:01:37.238000,48,,,0 days 00:00:30.963000,0 days 00:00:42.173000,0 days 00:00:24.102000,0 days 02:22:18.106000,0 days 02:23:00.279000,0 days 02:23:24.381000,233.0,259.0,282.0,304.0,False,SOFT,11.0,False,4,0 days 02:21:47.143000,AlphaTauri,TSU,1,True,2023-03-05 16:22:48.992,1,Bahrain Grand Prix
0 days 02:25:01.909000,22,0 days 00:01:37.528000,49,,,0 days 00:00:31.034000,0 days 00:00:42.419000,0 days 00:00:24.075000,0 days 02:23:55.415000,0 days 02:24:37.834000,0 days 02:25:01.909000,232.0,257.0,282.0,,False,SOFT,12.0,False,4,0 days 02:23:24.381000,AlphaTauri,TSU,1,True,2023-03-05 16:24:26.230,1,Bahrain Grand Prix
