Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,IsAccurate,RoundNumber,EventName,IsSlick,CompoundName,IsValid,DeltaToRep,PctFromRep,DeltaToFastest,PctFromFastest,DeltaToLapRep,PctFromLapRep,FuelAdjLapTime
0 days 01:18:31.712000,NOR,1,103.391,11.0,1.0,,0 days 01:18:15.593000,False,MEDIUM,11.0,True,McLaren,16,9.0,False,1,Australian Grand Prix,True,C4,False,18.516,21.816,21.3,25.947,11.759,12.833,103.96
0 days 01:20:29.787000,NOR,1,118.075,12.0,2.0,0 days 01:18:34.141000,,False,HARD,1.0,True,McLaren,6,9.0,False,1,Australian Grand Prix,True,C3,False,33.2,39.116,35.984,43.834,3.414,2.977,118.701
0 days 01:22:21.719000,NOR,1,111.932,13.0,2.0,,,False,HARD,2.0,True,McLaren,671,9.0,False,1,Australian Grand Prix,True,C3,False,27.057,31.879,29.841,36.351,-0.143,-0.128,112.615
0 days 01:23:45.952000,NOR,1,84.233,14.0,2.0,,,True,HARD,3.0,True,McLaren,1,9.0,True,1,Australian Grand Prix,True,C3,True,-0.642,-0.756,2.142,2.609,-2.163,-2.504,84.973
0 days 01:25:09.736000,NOR,1,83.784,15.0,2.0,,,True,HARD,4.0,True,McLaren,1,9.0,True,1,Australian Grand Prix,True,C3,True,-1.091,-1.285,1.693,2.062,-1.04,-1.226,84.581
0 days 01:26:33.648000,NOR,1,83.912,16.0,2.0,,,False,HARD,5.0,True,McLaren,1,9.0,True,1,Australian Grand Prix,True,C3,True,-0.963,-1.135,1.821,2.218,-1.048,-1.234,84.765
0 days 01:27:57.701000,NOR,1,84.053,17.0,2.0,,,False,HARD,6.0,True,McLaren,1,9.0,True,1,Australian Grand Prix,True,C3,True,-0.822,-0.968,1.962,2.39,-1.071,-1.258,84.963
0 days 01:29:33.105000,NOR,1,95.404,18.0,2.0,,,False,HARD,7.0,True,McLaren,126,5.0,False,1,Australian Grand Prix,True,C3,False,10.529,12.405,13.313,16.217,-5.821,-5.751,96.371
0 days 01:31:29.175000,NOR,1,116.07,19.0,2.0,,,False,HARD,8.0,True,McLaren,67,5.0,False,1,Australian Grand Prix,True,C3,False,31.195,36.754,33.979,41.392,3.359,2.98,117.094
0 days 01:32:54.949000,NOR,1,85.774,20.0,2.0,,,False,HARD,9.0,True,McLaren,71,5.0,False,1,Australian Grand Prix,True,C3,False,0.899,1.059,3.683,4.486,-0.358,-0.416,86.855
0 days 01:34:18.921000,NOR,1,83.972,21.0,2.0,,,False,HARD,10.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-0.903,-1.064,1.881,2.291,-0.949,-1.118,85.11
0 days 01:35:42.608000,NOR,1,83.687,22.0,2.0,,,True,HARD,11.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-1.188,-1.4,1.596,1.944,-0.741,-0.878,84.882
0 days 01:37:06.142000,NOR,1,83.534,23.0,2.0,,,True,HARD,12.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-1.341,-1.58,1.443,1.758,-1.116,-1.318,84.786
0 days 01:38:29.536000,NOR,1,83.394,24.0,2.0,,,True,HARD,13.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-1.481,-1.745,1.303,1.587,-1.298,-1.533,84.703
0 days 01:39:53.036000,NOR,1,83.5,25.0,2.0,,,False,HARD,14.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-1.375,-1.62,1.409,1.716,-0.982,-1.162,84.866
0 days 01:41:16.439000,NOR,1,83.403,26.0,2.0,,,False,HARD,15.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-1.472,-1.734,1.312,1.598,-1.13,-1.337,84.825
0 days 01:42:40.335000,NOR,1,83.896,27.0,2.0,,,False,HARD,16.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-0.979,-1.153,1.805,2.199,-0.552,-0.654,85.375
0 days 01:44:04.375000,NOR,1,84.04,28.0,2.0,,,False,HARD,17.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-0.835,-0.984,1.949,2.374,-0.566,-0.669,85.576
0 days 01:45:28.455000,NOR,1,84.08,29.0,2.0,,,False,HARD,18.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-0.795,-0.937,1.989,2.423,-0.926,-1.089,85.673
0 days 01:46:52.416000,NOR,1,83.961,30.0,2.0,,,False,HARD,19.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-0.914,-1.077,1.87,2.278,-0.548,-0.648,85.611
0 days 01:48:16.510000,NOR,1,84.094,31.0,2.0,,,False,HARD,20.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-0.781,-0.92,2.003,2.44,-0.782,-0.921,85.801
0 days 01:49:40.585000,NOR,1,84.075,32.0,2.0,,,False,HARD,21.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-0.8,-0.943,1.984,2.417,-0.931,-1.095,85.839
0 days 01:51:05.375000,NOR,1,84.79,33.0,2.0,,,False,HARD,22.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C3,True,-0.085,-0.1,2.699,3.288,-1.738,-2.009,86.611
0 days 01:52:58.107000,NOR,1,112.732,34.0,2.0,,0 days 01:52:42.584000,False,HARD,23.0,True,McLaren,167,6.0,False,1,Australian Grand Prix,True,C3,False,27.857,32.821,30.641,37.326,18.92,20.168,114.61
0 days 01:54:27.541000,NOR,1,89.434,35.0,3.0,0 days 01:53:00.323000,,False,MEDIUM,1.0,True,McLaren,1,8.0,False,1,Australian Grand Prix,True,C4,False,4.559,5.371,7.343,8.945,4.898,5.794,91.368
0 days 01:55:50.865000,NOR,1,83.324,36.0,3.0,,,True,MEDIUM,2.0,True,McLaren,1,8.0,True,1,Australian Grand Prix,True,C4,True,-1.551,-1.827,1.233,1.502,-1.274,-1.506,85.315
0 days 01:57:14.313000,NOR,1,83.448,37.0,3.0,,,False,MEDIUM,3.0,True,McLaren,1,8.0,True,1,Australian Grand Prix,True,C4,True,-1.427,-1.681,1.357,1.653,-1.075,-1.272,85.496
0 days 01:58:37.736000,NOR,1,83.423,38.0,3.0,,,False,MEDIUM,4.0,True,McLaren,1,7.0,True,1,Australian Grand Prix,True,C4,True,-1.452,-1.711,1.332,1.623,-1.67,-1.963,85.528
0 days 02:00:01.737000,NOR,1,84.001,39.0,3.0,,,False,MEDIUM,5.0,True,McLaren,1,6.0,True,1,Australian Grand Prix,True,C4,True,-0.874,-1.03,1.91,2.327,-0.792,-0.934,86.163
0 days 02:01:25.134000,NOR,1,83.397,40.0,3.0,,,False,MEDIUM,6.0,True,McLaren,1,6.0,True,1,Australian Grand Prix,True,C4,True,-1.478,-1.741,1.306,1.591,-1.668,-1.961,85.616
0 days 02:02:48.896000,NOR,1,83.762,41.0,3.0,,,False,MEDIUM,7.0,True,McLaren,1,6.0,True,1,Australian Grand Prix,True,C4,True,-1.113,-1.311,1.671,2.036,-1.2,-1.412,86.038
0 days 02:04:12.243000,NOR,1,83.347,42.0,3.0,,,False,MEDIUM,8.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-1.528,-1.8,1.256,1.53,-1.333,-1.574,85.68
0 days 02:05:35.529000,NOR,1,83.286,43.0,3.0,,,True,MEDIUM,9.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-1.589,-1.872,1.195,1.456,-1.104,-1.308,85.676
0 days 02:06:58.721000,NOR,1,83.192,44.0,3.0,,,True,MEDIUM,10.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-1.683,-1.983,1.101,1.341,-0.879,-1.046,85.639
0 days 02:08:21.607000,NOR,1,82.886,45.0,3.0,,,True,MEDIUM,11.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-1.989,-2.343,0.795,0.968,-1.244,-1.479,85.389
0 days 02:09:44.515000,NOR,1,82.908,46.0,3.0,,,False,MEDIUM,12.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-1.967,-2.318,0.817,0.995,-0.979,-1.167,85.468
0 days 02:11:07.293000,NOR,1,82.778,47.0,3.0,,,True,MEDIUM,13.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-2.097,-2.471,0.687,0.837,-1.198,-1.427,85.395
0 days 02:12:30.246000,NOR,1,82.953,48.0,3.0,,,False,MEDIUM,14.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-1.922,-2.265,0.862,1.05,-1.36,-1.613,85.627
0 days 02:13:53.050000,NOR,1,82.804,49.0,3.0,,,False,MEDIUM,15.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-2.071,-2.44,0.713,0.869,-1.123,-1.338,85.535
0 days 02:15:15.813000,NOR,1,82.763,50.0,3.0,,,True,MEDIUM,16.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-2.112,-2.488,0.672,0.819,-1.053,-1.256,85.551
0 days 02:16:38.411000,NOR,1,82.598,51.0,3.0,,,True,MEDIUM,17.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-2.277,-2.683,0.507,0.618,-1.706,-2.024,85.443
0 days 02:18:01.195000,NOR,1,82.784,52.0,3.0,,,False,MEDIUM,18.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-2.091,-2.464,0.693,0.844,-1.528,-1.812,85.686
0 days 02:19:23.553000,NOR,1,82.358,53.0,3.0,,,True,MEDIUM,19.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-2.517,-2.966,0.267,0.325,-2.348,-2.772,85.317
0 days 02:20:46.349000,NOR,1,82.796,54.0,3.0,,,False,MEDIUM,20.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-2.079,-2.449,0.705,0.859,-1.597,-1.892,85.812
0 days 02:22:09.216000,NOR,1,82.867,55.0,3.0,,,False,MEDIUM,21.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-2.008,-2.366,0.776,0.945,-1.339,-1.59,85.939
0 days 02:23:32.059000,NOR,1,82.843,56.0,3.0,,,False,MEDIUM,22.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-2.032,-2.394,0.752,0.916,-1.643,-1.945,85.972
0 days 02:24:55.475000,NOR,1,83.416,57.0,3.0,,,False,MEDIUM,23.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-1.459,-1.719,1.325,1.614,-1.157,-1.368,86.602
0 days 02:26:18.521000,NOR,1,83.046,58.0,3.0,,,False,MEDIUM,24.0,True,McLaren,1,5.0,True,1,Australian Grand Prix,True,C4,True,-1.829,-2.155,0.955,1.163,-0.136,-0.163,86.289
0 days 01:03:57.959000,GAS,10,,1.0,1.0,,,False,MEDIUM,1.0,True,Alpine,1,9.0,False,1,Australian Grand Prix,True,C4,False,,,,,,,
0 days 01:05:25.240000,GAS,10,87.281,2.0,1.0,,,True,MEDIUM,2.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C4,True,2.406,2.835,5.19,6.322,-0.051,-0.058,87.338
0 days 01:06:51.611000,GAS,10,86.371,3.0,1.0,,,True,MEDIUM,3.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C4,True,1.496,1.763,4.28,5.214,-0.344,-0.397,86.485
0 days 01:08:17.505000,GAS,10,85.894,4.0,1.0,,,True,MEDIUM,4.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C4,True,1.019,1.201,3.803,4.633,-0.235,-0.273,86.065
0 days 01:09:44.545000,GAS,10,87.04,5.0,1.0,,,False,MEDIUM,5.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C4,True,2.165,2.551,4.949,6.029,0.472,0.545,87.268
0 days 01:11:10.534000,GAS,10,85.989,6.0,1.0,,,False,MEDIUM,6.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C4,True,1.114,1.313,3.898,4.748,0.01,0.012,86.273
0 days 01:12:35.613000,GAS,10,85.079,7.0,1.0,,,True,MEDIUM,7.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C4,True,0.204,0.24,2.988,3.64,-0.335,-0.392,85.42
0 days 01:14:00.577000,GAS,10,84.964,8.0,1.0,,,True,MEDIUM,8.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C4,True,0.089,0.105,2.873,3.5,-0.488,-0.571,85.362
0 days 01:15:26.018000,GAS,10,85.441,9.0,1.0,,,False,MEDIUM,9.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C4,True,0.566,0.667,3.35,4.081,-0.198,-0.231,85.896
0 days 01:16:52.687000,GAS,10,86.669,10.0,1.0,,,False,MEDIUM,10.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C4,True,1.794,2.114,4.578,5.577,1.037,1.211,87.181
0 days 01:18:37.508000,GAS,10,104.821,11.0,1.0,,0 days 01:18:21.012000,False,MEDIUM,11.0,True,Alpine,16,12.0,False,1,Australian Grand Prix,True,C4,False,19.946,23.5,22.73,27.689,13.189,14.393,105.39
0 days 01:20:35.580000,GAS,10,118.072,12.0,2.0,0 days 01:18:39.918000,,False,HARD,1.0,True,Alpine,6,11.0,False,1,Australian Grand Prix,True,C3,False,33.197,39.113,35.981,43.831,3.411,2.975,118.698
0 days 01:22:27.214000,GAS,10,111.634,13.0,2.0,,,False,HARD,2.0,True,Alpine,671,11.0,False,1,Australian Grand Prix,True,C3,False,26.759,31.528,29.543,35.988,-0.441,-0.393,112.317
0 days 01:23:52.962000,GAS,10,85.748,14.0,2.0,,,False,HARD,3.0,True,Alpine,1,11.0,True,1,Australian Grand Prix,True,C3,True,0.873,1.029,3.657,4.455,-0.648,-0.75,86.488
0 days 01:25:17.785000,GAS,10,84.823,15.0,2.0,,,True,HARD,4.0,True,Alpine,1,11.0,True,1,Australian Grand Prix,True,C3,True,-0.052,-0.061,2.732,3.328,-0.001,-0.001,85.62
0 days 01:26:42.475000,GAS,10,84.69,16.0,2.0,,,True,HARD,5.0,True,Alpine,1,11.0,True,1,Australian Grand Prix,True,C3,True,-0.185,-0.218,2.599,3.166,-0.27,-0.318,85.543
0 days 01:28:07.678000,GAS,10,85.203,17.0,2.0,,,False,HARD,6.0,True,Alpine,1,11.0,True,1,Australian Grand Prix,True,C3,True,0.328,0.386,3.112,3.791,0.079,0.093,86.113
0 days 01:29:48.903000,GAS,10,101.225,18.0,2.0,,,False,HARD,7.0,True,Alpine,126,11.0,False,1,Australian Grand Prix,True,C3,False,16.35,19.264,19.134,23.308,0.0,0.0,102.192
0 days 01:31:41.853000,GAS,10,112.95,19.0,2.0,,,False,HARD,8.0,True,Alpine,671,10.0,False,1,Australian Grand Prix,True,C3,False,28.075,33.078,30.859,37.591,0.239,0.212,113.974
0 days 01:33:08.431000,GAS,10,86.578,20.0,2.0,,,False,HARD,9.0,True,Alpine,1,11.0,True,1,Australian Grand Prix,True,C3,True,1.703,2.006,4.487,5.466,0.446,0.518,87.659
0 days 01:34:34.109000,GAS,10,85.678,21.0,2.0,,,False,HARD,10.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.803,0.946,3.587,4.37,0.757,0.891,86.816
0 days 01:35:58.695000,GAS,10,84.586,22.0,2.0,,,True,HARD,11.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.289,-0.341,2.495,3.039,0.158,0.187,85.781
0 days 01:37:23.194000,GAS,10,84.499,23.0,2.0,,,True,HARD,12.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.376,-0.443,2.408,2.933,-0.151,-0.178,85.751
0 days 01:38:48.046000,GAS,10,84.852,24.0,2.0,,,False,HARD,13.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.023,-0.027,2.761,3.363,0.16,0.189,86.161
0 days 01:40:12.586000,GAS,10,84.54,25.0,2.0,,,False,HARD,14.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.335,-0.395,2.449,2.983,0.058,0.069,85.906
0 days 01:41:37.357000,GAS,10,84.771,26.0,2.0,,,False,HARD,15.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.104,-0.123,2.68,3.265,0.238,0.282,86.193
0 days 01:43:02.018000,GAS,10,84.661,27.0,2.0,,,False,HARD,16.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.214,-0.252,2.57,3.131,0.213,0.252,86.14
0 days 01:44:26.813000,GAS,10,84.795,28.0,2.0,,,False,HARD,17.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.08,-0.094,2.704,3.294,0.189,0.223,86.331
0 days 01:45:51.909000,GAS,10,85.096,29.0,2.0,,,False,HARD,18.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.221,0.26,3.005,3.661,0.09,0.106,86.689
0 days 01:47:17.151000,GAS,10,85.242,30.0,2.0,,,False,HARD,19.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.367,0.432,3.151,3.838,0.733,0.867,86.892
0 days 01:48:42.422000,GAS,10,85.271,31.0,2.0,,,False,HARD,20.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.396,0.467,3.18,3.874,0.395,0.465,86.978
0 days 01:50:07.624000,GAS,10,85.202,32.0,2.0,,,False,HARD,21.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.327,0.385,3.111,3.79,0.196,0.231,86.966
0 days 01:51:39.900000,GAS,10,92.276,33.0,2.0,,,False,HARD,22.0,True,Alpine,16,9.0,False,1,Australian Grand Prix,True,C3,False,7.401,8.72,10.185,12.407,5.748,6.643,94.097
0 days 01:53:11.144000,GAS,10,91.244,34.0,2.0,,,False,HARD,23.0,True,Alpine,671,9.0,False,1,Australian Grand Prix,True,C3,False,6.369,7.504,9.153,11.15,-2.568,-2.737,93.122
0 days 01:54:36.173000,GAS,10,85.029,35.0,2.0,,,False,HARD,24.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C3,True,0.154,0.181,2.938,3.579,0.493,0.583,86.963
0 days 01:56:01.350000,GAS,10,85.177,36.0,2.0,,,False,HARD,25.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C3,True,0.302,0.356,3.086,3.759,0.579,0.684,87.168
0 days 01:57:27.683000,GAS,10,86.333,37.0,2.0,,,False,HARD,26.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,1.458,1.718,4.242,5.167,1.81,2.141,88.381
0 days 01:58:53.777000,GAS,10,86.094,38.0,2.0,,,False,HARD,27.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C3,True,1.219,1.436,4.003,4.876,1.001,1.176,88.199
0 days 02:00:19.042000,GAS,10,85.265,39.0,2.0,,,False,HARD,28.0,True,Alpine,1,9.0,True,1,Australian Grand Prix,True,C3,True,0.39,0.459,3.174,3.866,0.472,0.557,87.427
0 days 02:01:45.174000,GAS,10,86.132,40.0,2.0,,,False,HARD,29.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,1.257,1.481,4.041,4.923,1.067,1.254,88.351
0 days 02:03:10.493000,GAS,10,85.319,41.0,2.0,,,False,HARD,30.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.444,0.523,3.228,3.932,0.357,0.42,87.595
0 days 02:04:35.372000,GAS,10,84.879,42.0,2.0,,,False,HARD,31.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.004,0.005,2.788,3.396,0.199,0.235,87.212
0 days 02:06:00.349000,GAS,10,84.977,43.0,2.0,,,False,HARD,32.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.102,0.12,2.886,3.516,0.587,0.696,87.367
0 days 02:07:25.377000,GAS,10,85.028,44.0,2.0,,,False,HARD,33.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.153,0.18,2.937,3.578,0.957,1.138,87.475
0 days 02:08:52.552000,GAS,10,87.175,45.0,2.0,,,False,HARD,34.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,2.3,2.71,5.084,6.193,3.045,3.619,89.678
0 days 02:10:17.905000,GAS,10,85.353,46.0,2.0,,,False,HARD,35.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.478,0.563,3.262,3.974,1.466,1.748,87.913
0 days 02:11:44.402000,GAS,10,86.497,47.0,2.0,,,False,HARD,36.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,1.622,1.911,4.406,5.367,2.521,3.002,89.114
0 days 02:13:09.384000,GAS,10,84.982,48.0,2.0,,,False,HARD,37.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.107,0.126,2.891,3.522,0.669,0.793,87.656
0 days 02:14:34.665000,GAS,10,85.281,49.0,2.0,,,False,HARD,38.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.406,0.478,3.19,3.886,1.354,1.613,88.012
0 days 02:15:59.592000,GAS,10,84.927,50.0,2.0,,,False,HARD,39.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,0.052,0.061,2.836,3.455,1.111,1.326,87.715
0 days 02:17:26.052000,GAS,10,86.46,51.0,2.0,,,False,HARD,40.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,1.585,1.867,4.369,5.322,2.156,2.557,89.305
0 days 02:18:52.579000,GAS,10,86.527,52.0,2.0,,,False,HARD,41.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,1.652,1.946,4.436,5.404,2.215,2.627,89.429
0 days 02:20:17.369000,GAS,10,84.79,53.0,2.0,,,False,HARD,42.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.085,-0.1,2.699,3.288,0.084,0.099,87.749
0 days 02:21:41.889000,GAS,10,84.52,54.0,2.0,,,False,HARD,43.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.355,-0.418,2.429,2.959,0.127,0.15,87.536
0 days 02:23:06.484000,GAS,10,84.595,55.0,2.0,,,False,HARD,44.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.28,-0.33,2.504,3.05,0.389,0.462,87.667
0 days 02:24:30.970000,GAS,10,84.486,56.0,2.0,,,True,HARD,45.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.389,-0.458,2.395,2.917,0.0,0.0,87.615
0 days 02:25:55.807000,GAS,10,84.837,57.0,2.0,,,False,HARD,46.0,True,Alpine,1,10.0,True,1,Australian Grand Prix,True,C3,True,-0.038,-0.045,2.746,3.345,0.264,0.312,88.023
0 days 01:04:02.536000,PER,11,,1.0,1.0,,,False,MEDIUM,1.0,True,Cadillac,1,19.0,False,1,Australian Grand Prix,True,C4,False,,,,,,,
0 days 01:05:31.299000,PER,11,88.763,2.0,1.0,,,True,MEDIUM,2.0,True,Cadillac,1,19.0,True,1,Australian Grand Prix,True,C4,True,3.888,4.581,6.672,8.128,1.431,1.639,88.82
0 days 01:06:59.393000,PER,11,88.094,3.0,1.0,,,True,MEDIUM,3.0,True,Cadillac,1,18.0,True,1,Australian Grand Prix,True,C4,True,3.219,3.793,6.003,7.313,1.379,1.59,88.208
0 days 01:08:26.615000,PER,11,87.222,4.0,1.0,,,True,MEDIUM,4.0,True,Cadillac,1,18.0,True,1,Australian Grand Prix,True,C4,True,2.347,2.765,5.131,6.25,1.093,1.269,87.393
0 days 01:09:54.640000,PER,11,88.025,5.0,1.0,,,False,MEDIUM,5.0,True,Cadillac,1,18.0,True,1,Australian Grand Prix,True,C4,True,3.15,3.711,5.934,7.229,1.457,1.683,88.253
0 days 01:11:22.235000,PER,11,87.595,6.0,1.0,,,False,MEDIUM,6.0,True,Cadillac,1,18.0,True,1,Australian Grand Prix,True,C4,True,2.72,3.205,5.504,6.705,1.616,1.88,87.879
0 days 01:12:49.860000,PER,11,87.625,7.0,1.0,,,False,MEDIUM,7.0,True,Cadillac,1,18.0,True,1,Australian Grand Prix,True,C4,True,2.75,3.24,5.534,6.741,2.211,2.589,87.966
0 days 01:14:17.044000,PER,11,87.184,8.0,1.0,,,True,MEDIUM,8.0,True,Cadillac,1,18.0,True,1,Australian Grand Prix,True,C4,True,2.309,2.72,5.093,6.204,1.732,2.027,87.582
0 days 01:15:44.094000,PER,11,87.05,9.0,1.0,,,True,MEDIUM,9.0,True,Cadillac,1,17.0,True,1,Australian Grand Prix,True,C4,True,2.175,2.563,4.959,6.041,1.411,1.648,87.505
0 days 01:17:11.689000,PER,11,87.595,10.0,1.0,,,False,MEDIUM,10.0,True,Cadillac,1,17.0,True,1,Australian Grand Prix,True,C4,True,2.72,3.205,5.504,6.705,1.963,2.292,88.107
0 days 01:18:49.564000,PER,11,97.875,11.0,1.0,,,False,MEDIUM,11.0,True,Cadillac,16,14.0,False,1,Australian Grand Prix,True,C4,False,13.0,15.317,15.784,19.227,6.243,6.813,98.444
