Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber,EventName
0 days 01:03:41.564000,VER,1,,1.0,1.0,,,,0 days 00:00:27.840000,0 days 00:00:37.947000,,0 days 01:03:03.663000,0 days 01:03:41.625000,216.0,256.0,241.0,69.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:02:06.774000,,24,3.0,False,,False,False,4,Emilia Romagna Grand Prix
0 days 01:05:48.155000,VER,1,0 days 00:02:06.591000,2.0,1.0,,,0 days 00:00:36.806000,0 days 00:00:49.397000,0 days 00:00:40.388000,0 days 01:04:18.367000,0 days 01:05:07.764000,0 days 01:05:48.152000,165.0,126.0,227.0,214.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:03:41.564000,,4,2.0,False,,False,False,4,Emilia Romagna Grand Prix
0 days 01:07:57.461000,VER,1,0 days 00:02:09.306000,3.0,1.0,,,0 days 00:00:39.583000,0 days 00:00:50.474000,0 days 00:00:39.249000,0 days 01:06:27.735000,0 days 01:07:18.209000,0 days 01:07:57.458000,169.0,227.0,212.0,208.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:05:48.155000,,4,2.0,False,,False,False,4,Emilia Romagna Grand Prix
0 days 01:10:14.609000,VER,1,0 days 00:02:17.148000,4.0,1.0,,,0 days 00:00:40.581000,0 days 00:00:45.654000,0 days 00:00:50.913000,0 days 01:08:38.039000,0 days 01:09:23.693000,0 days 01:10:14.606000,140.0,73.0,281.0,86.0,False,SOFT,4.0,True,Red Bull Racing,0 days 01:07:57.461000,,4,2.0,False,,False,False,4,Emilia Romagna Grand Prix
0 days 01:11:34.569000,VER,1,0 days 00:01:19.960000,5.0,1.0,,,0 days 00:00:25.722000,0 days 00:00:27.654000,0 days 00:00:26.584000,0 days 01:10:40.328000,0 days 01:11:07.982000,0 days 01:11:34.566000,221.0,255.0,279.0,293.0,True,SOFT,5.0,True,Red Bull Racing,0 days 01:10:14.609000,,1,2.0,False,,False,False,4,Emilia Romagna Grand Prix
0 days 01:12:53.965000,VER,1,0 days 00:01:19.396000,6.0,1.0,,,0 days 00:00:25.474000,0 days 00:00:27.400000,0 days 00:00:26.522000,0 days 01:12:00.040000,0 days 01:12:27.440000,0 days 01:12:53.962000,222.0,255.0,279.0,295.0,True,SOFT,6.0,True,Red Bull Racing,0 days 01:11:34.569000,,1,2.0,False,,False,True,4,Emilia Romagna Grand Prix
0 days 01:14:13.451000,VER,1,0 days 00:01:19.486000,7.0,1.0,,,0 days 00:00:25.263000,0 days 00:00:27.526000,0 days 00:00:26.697000,0 days 01:13:19.225000,0 days 01:13:46.751000,0 days 01:14:13.448000,221.0,253.0,277.0,292.0,False,SOFT,7.0,True,Red Bull Racing,0 days 01:12:53.965000,,1,2.0,False,,False,True,4,Emilia Romagna Grand Prix
0 days 01:15:32.826000,VER,1,0 days 00:01:19.375000,8.0,1.0,,,0 days 00:00:25.332000,0 days 00:00:27.460000,0 days 00:00:26.583000,0 days 01:14:38.780000,0 days 01:15:06.240000,0 days 01:15:32.823000,,254.0,279.0,294.0,True,SOFT,8.0,True,Red Bull Racing,0 days 01:14:13.451000,,1,2.0,False,,False,True,4,Emilia Romagna Grand Prix
0 days 01:16:52.115000,VER,1,0 days 00:01:19.289000,9.0,1.0,,,0 days 00:00:25.307000,0 days 00:00:27.431000,0 days 00:00:26.551000,0 days 01:15:58.130000,0 days 01:16:25.561000,0 days 01:16:52.112000,222.0,254.0,279.0,293.0,True,SOFT,9.0,True,Red Bull Racing,0 days 01:15:32.826000,,1,2.0,False,,False,True,4,Emilia Romagna Grand Prix
0 days 01:18:11.360000,VER,1,0 days 00:01:19.245000,10.0,1.0,,,0 days 00:00:25.265000,0 days 00:00:27.462000,0 days 00:00:26.518000,0 days 01:17:17.377000,0 days 01:17:44.839000,0 days 01:18:11.357000,221.0,254.0,279.0,295.0,True,SOFT,10.0,True,Red Bull Racing,0 days 01:16:52.115000,,1,2.0,False,,False,True,4,Emilia Romagna Grand Prix
